This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    37219
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   112800

Total number of variables............................:     6611
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     2404
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 407r 2.3959967e+06 1.00e+04 1.29e+04  -5.4 5.08e+02  -2.2 2.00e-03 1.51e-02f  1
 408r 2.3960193e+06 1.00e+04 1.29e+04  -5.4 2.01e+03  -2.6 7.02e-07 1.78e-04f  1
 409r 2.3960193e+06 1.00e+04 1.28e+04  -5.4 4.92e+02  -2.2 1.90e-03 7.97e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410r 2.3960591e+06 1.00e+04 1.28e+04  -5.4 2.53e+03  -2.7 1.03e-06 2.53e-04f  1
 411r 2.3962464e+06 1.00e+04 1.29e+04  -5.4 5.70e+02  -2.3 2.36e-03 4.72e-03f  1
 412r 2.3962464e+06 1.00e+04 1.29e+04  -5.4 4.23e+03  -2.7 9.78e-04 1.71e-08f  1
 413r 2.3962941e+06 1.00e+04 1.27e+04  -5.4 7.83e+02  -2.3 2.95e-03 1.08e-03f  1
 414r 2.3963806e+06 1.00e+04 1.27e+04  -5.4 1.30e+04  -2.8 1.04e-08 2.67e-04f  1
 415r 2.3964781e+06 1.00e+04 1.28e+04  -5.4 1.41e+03  -2.4 7.81e-04 1.98e-03f  1
 416r 2.3964782e+06 1.00e+04 1.28e+04  -5.4 2.63e+02  -1.9 3.66e-04 1.05e-06f  1
 417r 2.3965602e+06 1.00e+04 1.28e+04  -5.4 1.48e+03  -2.4 2.32e-04 1.16e-03f  1
 418r 2.3966666e+06 1.00e+04 1.27e+04  -5.4 3.11e+02  -2.0 5.37e-03 5.55e-03f  1
 419r 2.3966666e+06 1.00e+04 1.27e+04  -5.4 1.62e+03  -2.5 3.54e-04 2.87e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420r 2.3971106e+06 1.00e+04 1.38e+04  -5.4 3.75e+02  -2.0 5.21e-07 1.97e-02f  1
 421r 2.3971106e+06 1.00e+04 1.38e+04  -5.4 2.97e+03  -2.5 6.31e-04 9.70e-09f  1
 422r 2.3971605e+06 1.00e+04 1.38e+04  -5.4 4.70e+02  -2.1 3.01e-07 1.77e-03f  1
 423r 2.3971606e+06 1.00e+04 1.37e+04  -5.4 1.16e+02  -1.7 2.20e-03 2.57e-06f  1
 424r 2.3972013e+06 1.00e+04 1.38e+04  -5.4 5.85e+02  -2.1 1.43e-05 1.19e-03f  1
 425r 2.3975116e+06 1.00e+04 1.42e+04  -5.4 1.35e+02  -1.7 1.84e-02 3.13e-02f  1
 426r 2.3975853e+06 1.00e+04 1.39e+04  -5.4 7.35e+02  -2.2 5.63e-03 1.73e-03f  1
 427r 2.3975853e+06 1.00e+04 1.39e+04  -5.4 1.67e+02  -1.8 3.73e-07 1.79e-07f  1
 428r 2.3976337e+06 1.00e+04 1.33e+04  -5.4 4.69e+01  -1.3 1.95e-02 1.26e-02f  1
 429r 2.3977569e+06 1.00e+04 1.37e+04  -5.4 2.57e+02  -1.8 6.79e-04 9.68e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430r 2.3982602e+06 1.00e+04 1.78e+04  -5.4 5.55e+01  -1.4 2.92e-02 1.16e-01f  1
 431r 2.3983710e+06 1.00e+04 1.79e+04  -5.4 3.52e+02  -1.9 3.87e-03 7.24e-03f  1
 432r 2.3984382e+06 1.00e+04 1.85e+04  -5.4 6.26e+01  -1.4 3.47e-06 1.29e-02f  1
 433r 2.3984427e+06 1.00e+04 1.81e+04  -5.4 3.95e+02  -1.9 5.95e-03 1.84e-04f  1
 434r 2.3984992e+06 1.00e+04 1.85e+04  -5.4 7.31e+01  -1.5 1.60e-06 9.43e-03f  1
 435r 2.3985252e+06 1.00e+04 1.85e+04  -5.4 2.02e+03  -2.0 8.00e-05 3.63e-04f  1
 436r 2.3985340e+06 1.00e+04 1.86e+04  -5.4 8.75e+01  -1.5 1.89e-05 1.24e-03f  1
 437r 2.3985343e+06 1.00e+04 1.84e+04  -5.4 2.64e+01  -1.1 3.93e-03 1.37e-04f  1
 438r 2.3988274e+06 1.00e+04 1.98e+04  -5.4 1.04e+02  -1.6 1.27e-03 3.56e-02f  1
 439r 2.3988274e+06 1.00e+04 1.77e+04  -5.4 3.03e+01  -1.2 3.33e-02 2.77e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440r 2.3989414e+06 1.00e+04 1.77e+04  -5.4 1.30e+02  -1.7 8.44e-03 1.16e-02f  1
 441r 2.3990201e+06 1.00e+04 1.80e+04  -5.4 3.49e+01  -1.2 1.33e-02 2.59e-02f  1
 442r 2.3990582e+06 1.00e+04 1.79e+04  -5.4 2.52e+02  -1.7 4.07e-03 2.80e-03f  1
 443r 2.3990897e+06 1.00e+04 1.73e+04  -5.4 4.03e+01  -1.3 1.67e-02 9.12e-03f  1
 444r 2.3992008e+06 1.00e+04 1.74e+04  -5.4 7.90e+02  -1.8 3.42e-04 4.13e-03f  1
 445r 2.3992008e+06 1.00e+04 1.62e+04  -5.4 4.65e+01  -1.3 2.17e-02 3.36e-07f  1
 446r 2.3992107e+06 1.00e+04 1.62e+04  -5.4 1.64e+03  -1.8 1.36e-04 1.17e-03f  1
 447r 2.3992954e+06 1.00e+04 1.68e+04  -5.4 4.78e+01  -1.4 8.35e-03 2.55e-02f  1
 448r 2.3993349e+06 1.00e+04 1.79e+04  -5.4 1.78e+01  -1.0 1.22e-03 3.08e-02f  1
 449r 2.3993455e+06 1.00e+04 1.80e+04  -5.4 6.95e+01  -1.4 9.65e-05 1.90e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450r 2.3993699e+06 1.00e+04 1.73e+04  -5.4 2.02e+01  -1.0 2.18e-02 1.33e-02f  1
 451r 2.3994784e+06 1.00e+04 1.76e+04  -5.4 8.95e+01  -1.5 3.72e-03 1.62e-02f  1
 452r 2.3994922e+06 1.00e+04 1.72e+04  -5.4 2.33e+01  -1.1 1.21e-02 6.65e-03f  1
 453r 2.3995151e+06 1.00e+04 1.72e+04  -5.4 1.90e+02  -1.5 2.47e-03 2.43e-03f  1
 454r 2.3995874e+06 1.00e+04 1.72e+04  -5.4 2.68e+01  -1.1 2.02e-02 3.06e-02f  1
 455r 2.3996637e+06 1.00e+04 1.73e+04  -5.4 8.50e+02  -1.6 7.94e-05 3.23e-03f  1
 456r 2.3996658e+06 1.00e+04 1.63e+04  -5.4 3.18e+01  -1.2 2.05e-02 7.57e-04f  1
 457r 2.3996765e+06 1.00e+04 1.60e+04  -5.4 1.08e+01  -0.7 1.25e-02 1.11e-02f  1
 458r 2.3998888e+06 1.00e+04 1.80e+04  -5.4 3.70e+01  -1.2 5.22e-03 6.66e-02f  1
 459r 2.3998980e+06 1.00e+04 1.71e+04  -5.4 1.22e+01  -0.8 2.38e-02 8.28e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460r 2.3999478e+06 1.00e+04 1.74e+04  -5.4 4.86e+01  -1.3 3.34e-03 1.29e-02f  1
 461r 2.3999478e+06 1.00e+04 1.65e+04  -5.4 1.37e+01  -0.8 1.70e-02 2.66e-06f  1
 462r 2.3999853e+06 1.00e+04 1.67e+04  -5.4 6.96e+01  -1.3 1.37e-03 8.22e-03f  1
 463r 2.4000181e+06 1.00e+04 1.69e+04  -5.4 1.55e+01  -0.9 1.16e-02 2.32e-02f  1
 464r 2.4000394e+06 1.00e+04 1.70e+04  -5.4 1.21e+02  -1.4 7.74e-04 3.59e-03f  1
 465r 2.4000428e+06 1.00e+04 1.62e+04  -5.4 1.77e+01  -0.9 1.61e-02 2.13e-03f  1
 466r 2.4000609e+06 1.00e+04 1.63e+04  -5.4 3.07e+02  -1.4 1.12e-03 1.86e-03f  1
 467r 2.4001086e+06 1.00e+04 1.70e+04  -5.4 2.05e+01  -1.0 1.57e-03 2.62e-02f  1
 468r 2.4001086e+06 1.00e+04 1.70e+04  -5.4 2.09e+03  -1.5 5.01e-04 2.48e-09f  1
 469r 2.4001132e+06 1.00e+04 1.69e+04  -5.4 2.23e+01  -1.0 2.78e-03 3.14e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470r 2.4001132e+06 1.00e+04 1.69e+04  -5.4 9.38e+02  -1.5 2.03e-07 8.38e-08f  1
 471r 2.4001427e+06 1.00e+04 1.72e+04  -5.4 2.69e+01  -1.1 2.98e-03 1.28e-02f  1
 472r 2.4001508e+06 1.00e+04 1.64e+04  -5.4 9.29e+00  -0.7 2.29e-02 9.79e-03f  1
 473r 2.4001544e+06 1.00e+04 1.58e+04  -5.4 3.31e+01  -1.1 1.29e-02 1.39e-03f  1
 474r 2.4001544e+06 1.00e+04 1.58e+04  -5.4 4.77e+02  -1.6 7.38e-06 8.36e-07f  1
 475r 2.4001924e+06 1.00e+04 1.60e+04  -5.4 3.25e+01  -1.2 5.13e-03 1.38e-02f  1
 476r 2.4001924e+06 1.00e+04 1.55e+04  -5.4 1.15e+01  -0.8 1.13e-02 3.24e-07f  1
 477r 2.4002060e+06 1.00e+04 1.46e+04  -5.4 3.43e+01  -1.2 2.39e-02 4.99e-03f  1
 478r 2.4002461e+06 1.00e+04 1.54e+04  -5.4 1.29e+01  -0.8 7.60e-03 3.89e-02f  1
 479r 2.4002989e+06 1.00e+04 1.57e+04  -5.4 3.85e+01  -1.3 4.87e-03 1.72e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480r 2.4004283e+06 1.00e+04 1.70e+04  -5.4 1.45e+01  -0.9 3.96e-02 1.11e-01f  1
 481r 2.4005103e+06 1.00e+04 1.64e+04  -5.4 4.32e+01  -1.3 2.89e-02 2.36e-02f  1
 482r 2.4006104e+06 1.00e+04 1.73e+04  -5.4 1.63e+01  -0.9 2.05e-02 7.58e-02f  1
 483r 2.4007045e+06 1.00e+04 1.71e+04  -5.4 4.84e+01  -1.4 1.85e-02 2.39e-02f  1
 484r 2.4007212e+06 1.00e+04 1.71e+04  -5.4 2.25e+02  -1.9 1.18e-03 1.44e-03f  1
 485r 2.4008089e+06 1.00e+04 1.66e+04  -5.4 5.42e+01  -1.4 2.49e-02 1.97e-02f  1
 486r 2.4008880e+06 1.00e+04 1.67e+04  -5.4 2.61e+02  -1.9 6.65e-04 6.02e-03f  1
 487r 2.4008880e+06 1.00e+04 1.66e+04  -5.4 7.22e+02  -2.4 1.03e-03 8.72e-07f  1
 488r 2.4009251e+06 1.00e+04 1.62e+04  -5.4 2.19e+02  -2.0 1.31e-02 2.53e-03f  1
 489r 2.4009664e+06 1.00e+04 1.58e+04  -5.4 6.88e+01  -1.6 1.64e-02 7.31e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 490r 2.4010344e+06 1.00e+04 1.60e+04  -5.4 2.60e+01  -1.1 1.26e-02 3.17e-02f  1
 491r 2.4011023e+06 1.00e+04 1.57e+04  -5.4 7.84e+01  -1.6 1.27e-02 1.07e-02f  1
 492r 2.4011112e+06 1.00e+04 1.57e+04  -5.4 1.65e+03  -2.1 2.49e-04 4.69e-04f  1
 493r 2.4011675e+06 1.00e+04 1.57e+04  -5.4 8.97e+01  -1.7 6.10e-03 7.89e-03f  1
 494r 2.4011941e+06 1.00e+04 1.49e+04  -5.4 3.27e+01  -1.2 2.56e-02 9.83e-03f  1
 495r 2.4013524e+06 1.00e+04 1.52e+04  -5.4 1.03e+02  -1.7 1.92e-03 1.93e-02f  1
 496r 2.4014160e+06 1.00e+04 1.53e+04  -5.4 3.90e+02  -2.2 9.61e-04 2.58e-03f  1
 497r 2.4014160e+06 1.00e+04 1.52e+04  -5.4 1.49e+03  -2.7 1.03e-03 4.28e-07f  1
 498r 2.4014199e+06 1.00e+04 1.52e+04  -5.4 4.88e+05  -3.1 4.74e-07 1.40e-06f  1
 499r 2.4014563e+06 1.00e+04 1.41e+04  -5.4 1.35e+02  -1.8 3.51e-02 3.51e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 500r 2.4015400e+06 1.00e+04 1.41e+04  -5.4 5.20e+02  -2.3 2.76e-04 2.69e-03f  1
 501r 2.4015400e+06 1.00e+04 1.41e+04  -5.4 5.47e+05    -  1.67e-06 1.10e-09f  1
 502r 2.4015849e+06 1.00e+04 1.41e+04  -5.4 1.55e+02  -1.9 2.95e-03 3.83e-03f  1
 503r 2.4016106e+06 1.00e+04 1.41e+04  -5.4 1.28e+03  -2.3 6.61e-05 7.23e-04f  1
 504r 2.4016130e+06 1.00e+04 1.41e+04  -5.4 7.31e+04  -2.8 1.83e-05 9.05e-06f  1
 505r 2.4016133e+06 1.00e+04 1.41e+04  -5.4 6.91e+02  -2.4 2.87e-06 7.46e-06f  1
 506r 2.4018023e+06 1.00e+04 1.39e+04  -5.4 2.06e+02  -2.0 1.55e-02 1.28e-02f  1
 507r 2.4018154e+06 1.00e+04 1.39e+04  -5.4 8.18e+02  -2.4 5.53e-07 2.85e-04f  1
 508r 2.4018456e+06 1.00e+04 1.39e+04  -5.4 3.21e+03  -2.9 7.36e-04 2.03e-04f  1
 509r 2.4019495e+06 1.00e+04 1.39e+04  -5.4 1.33e+04  -3.4 5.25e-05 1.83e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 510r 2.4019897e+06 1.00e+04 1.39e+04  -5.4 5.32e+04  -3.9 1.02e-04 1.81e-05f  1
 511r 2.4019897e+06 1.00e+04 1.39e+04  -5.4 1.41e+03  -2.5 2.26e-07 3.24e-07f  1
 512r 2.4020305e+06 1.00e+04 1.33e+04  -5.4 3.12e+02  -2.1 1.82e-02 1.71e-03f  1
 513r 2.4020847e+06 1.00e+04 1.33e+04  -5.4 1.53e+03  -2.6 5.78e-05 7.63e-04f  1
 514r 2.4020848e+06 1.00e+04 1.33e+04  -5.4 1.15e+04    -  2.93e-05 1.61e-07f  1
 515r 2.4021828e+06 1.00e+04 1.33e+04  -5.4 1.15e+04    -  4.13e-04 1.50e-04f  1
 516r 2.4021832e+06 1.00e+04 1.33e+04  -5.4 3.46e+02  -2.2 7.37e-05 1.49e-05f  1
 517r 2.4022690e+06 1.00e+04 1.32e+04  -5.4 9.47e+02  -2.6 5.92e-03 1.13e-03f  1
 518r 2.4024505e+06 1.00e+04 1.33e+04  -5.4 3.84e+02  -2.2 2.32e-06 6.06e-03f  1
 519r 2.4024512e+06 1.00e+04 1.32e+04  -5.4 1.09e+03  -2.7 2.24e-03 8.31e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 520r 2.4024846e+06 1.00e+04 1.32e+04  -5.4 1.00e+04  -3.2 1.77e-05 1.49e-04f  1
 521r 2.4024847e+06 1.00e+04 1.32e+04  -5.4 8.95e+03    -  6.30e-04 2.73e-07f  1
 522r 2.4024865e+06 1.00e+04 1.32e+04  -5.4 1.10e+04    -  7.40e-09 2.96e-06f  1
 523r 2.4025018e+06 1.00e+04 1.32e+04  -5.4 1.21e+04    -  3.02e-04 2.31e-05f  1
 524r 2.4026053e+06 1.00e+04 1.32e+04  -5.4 2.93e+04    -  8.18e-10 5.80e-05f  1
 525r 2.4026280e+06 1.00e+04 1.31e+04  -5.4 2.07e+03  -2.7 2.55e-03 1.48e-04f  1
 526r 2.4026283e+06 1.00e+04 1.31e+04  -5.4 2.90e+03    -  8.32e-04 2.24e-06f  1
 527r 2.4026611e+06 1.00e+04 1.31e+04  -5.4 2.91e+03    -  1.79e-07 2.93e-04f  1
 528r 2.4026611e+06 1.00e+04 1.31e+04  -5.4 2.50e+03    -  1.22e-03 1.43e-09f  1
 529r 2.4026613e+06 1.00e+04 1.31e+04  -5.4 3.26e+01    -  8.79e-04 2.15e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 530r 2.4026639e+06 1.00e+04 1.31e+04  -5.4 3.86e+01  -0.5 4.52e-07 4.52e-03f  1
 531r 2.4026639e+06 1.00e+04 1.25e+04  -5.4 3.54e+01  -1.0 1.90e-02 9.04e-07f  1
 532r 2.4028260e+06 1.00e+04 1.25e+04  -5.4 3.71e+04    -  1.55e-06 8.96e-05f  1
 533r 2.4028260e+06 1.00e+04 1.25e+04  -5.4 2.12e+03    -  1.04e-03 6.54e-09f  1
 534r 2.4028886e+06 1.00e+04 1.25e+04  -5.4 5.32e+02    -  4.14e-09 2.42e-03f  1
 535r 2.4032405e+06 1.00e+04 1.25e+04  -5.4 2.29e+04    -  8.87e-05 3.11e-04f  1
 536r 2.4032406e+06 1.00e+04 1.25e+04  -5.4 1.27e+04    -  7.80e-04 1.52e-07f  1
 537r 2.4033044e+06 1.00e+04 1.25e+04  -5.4 1.27e+04    -  3.04e-04 1.01e-04f  1
 538r 2.4033050e+06 1.00e+04 1.25e+04  -5.4 1.27e+04    -  8.56e-09 8.92e-07f  1
 539r 2.4036428e+06 1.00e+04 1.25e+04  -5.4 1.32e+04    -  3.54e-04 5.40e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 540r 2.4036434e+06 1.00e+04 1.25e+04  -5.4 1.28e+04    -  2.42e-08 1.10e-06f  1
 541r 2.4037893e+06 1.00e+04 1.25e+04  -5.4 1.29e+04    -  5.39e-05 2.43e-04f  1
 542r 2.4037893e+06 1.00e+04 1.25e+04  -5.4 1.58e+04    -  2.06e-10 6.91e-08f  1
 543r 2.4037893e+06 1.00e+04 1.24e+04  -5.4 7.49e+01  -1.5 5.22e-03 4.27e-06f  1
 544r 2.4039543e+06 1.00e+04 1.24e+04  -5.4 1.23e+04    -  2.40e-07 2.95e-04f  1
 545r 2.4040776e+06 1.00e+04 1.24e+04  -5.4 1.16e+04    -  1.79e-07 2.31e-04f  1
 546r 2.4041873e+06 1.00e+04 1.17e+04  -5.4 2.79e+02  -1.9 2.60e-02 8.18e-03f  1
 547r 2.4043707e+06 1.00e+04 1.17e+04  -5.4 1.07e+04    -  3.02e-08 3.68e-04f  1
 548r 2.4043708e+06 1.00e+04 1.15e+04  -5.4 1.30e+03  -2.4 1.03e-02 1.10e-06f  1
 549r 2.4048037e+06 1.00e+04 1.15e+04  -5.4 1.24e+04  -2.9 2.37e-08 8.28e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 550r 2.4048037e+06 1.00e+04 1.14e+04  -5.4 1.39e+03  -2.5 1.04e-03 1.58e-07f  1
 551r 2.4060732e+06 1.00e+04 1.14e+04  -5.4 1.14e+04  -2.9 1.11e-03 2.64e-03f  1
 552r 2.4060732e+06 1.00e+04 1.14e+04  -5.4 1.43e+03  -2.5 6.13e-06 1.08e-07f  1
 553r 2.4060735e+06 1.00e+04 1.14e+04  -5.4 7.31e+03  -3.0 2.51e-04 7.96e-07f  1
 554r 2.4060735e+06 1.00e+04 1.14e+04  -5.4 1.26e+03    -  1.49e-06 3.96e-07f  1
 555r 2.4060740e+06 1.00e+04 1.13e+04  -5.4 1.27e+03    -  5.34e-03 1.03e-04f  1
 556r 2.4060827e+06 1.00e+04 1.13e+04  -5.4 1.56e+03    -  4.09e-08 1.23e-03f  1
 557r 2.4060827e+06 1.00e+04 1.12e+04  -5.4 1.25e+03    -  3.92e-03 3.05e-07f  1
 558r 2.4060836e+06 1.00e+04 1.10e+04  -5.4 1.25e+03    -  5.11e-03 1.72e-04f  1
 559r 2.4060883e+06 1.00e+04 1.10e+04  -5.4 1.24e+03    -  1.13e-03 9.31e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 560r 2.4061051e+06 1.00e+04 1.11e+04  -5.4 1.25e+03    -  1.50e-07 3.01e-03f  1
 561r 2.4061051e+06 1.00e+04 1.09e+04  -5.4 1.23e+03    -  6.98e-03 1.65e-07f  1
 562r 2.4061245e+06 1.00e+04 1.09e+04  -5.4 1.24e+03    -  8.50e-08 3.68e-03f  1
 563r 2.4061272e+06 1.00e+04 1.08e+04  -5.4 1.25e+03    -  6.13e-03 4.82e-04f  1
 564r 2.4061272e+06 1.00e+04 1.06e+04  -5.4 1.23e+03    -  7.57e-03 2.30e-06f  1
 565r 2.4061381e+06 1.00e+04 1.06e+04  -5.4 1.24e+03    -  7.44e-08 2.26e-03f  1
 566r 2.4061381e+06 1.00e+04 1.06e+04  -5.4 1.23e+03    -  7.43e-04 1.61e-07f  1
 567r 2.4061465e+06 1.00e+04 1.05e+04  -5.4 1.23e+03    -  6.92e-03 1.76e-03f  1
 568r 2.4061465e+06 1.00e+04 1.04e+04  -5.4 1.22e+03    -  2.07e-03 9.74e-07f  1
 569r 2.4061739e+06 1.00e+04 1.03e+04  -5.4 1.22e+03    -  8.66e-03 6.66e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 570r 2.4061739e+06 1.00e+04 1.03e+04  -5.4 1.21e+03    -  9.09e-08 2.96e-08f  1
 571r 2.4061807e+06 1.00e+04 1.01e+04  -5.4 1.36e+03    -  9.31e-03 1.29e-03f  1
 572r 2.4061866e+06 1.00e+04 1.00e+04  -5.4 1.35e+03    -  1.36e-03 1.10e-03f  1
 573r 2.4061909e+06 1.00e+04 9.95e+03  -5.4 1.35e+03    -  3.95e-03 7.77e-04f  1
 574r 2.4061909e+06 1.00e+04 9.71e+03  -5.4 4.47e+01    -  8.43e-03 9.61e-08f  1
 575r 2.4061910e+06 1.00e+04 9.57e+03  -5.4 3.35e+01    -  5.36e-03 5.73e-04f  1
 576r 2.4061945e+06 1.00e+04 9.45e+03  -5.4 3.34e+01    -  1.47e-02 1.59e-02f  1
 577r 2.4062044e+06 1.00e+04 9.69e+03  -5.4 3.27e+01    -  6.34e-08 1.32e-02f  1
 578r 2.4064255e+06 1.00e+04 9.69e+03  -5.4 1.12e+04    -  6.80e-07 8.74e-04f  1
 579r 2.4064255e+06 1.00e+04 9.68e+03  -5.4 1.10e+04    -  1.42e-03 5.11e-09f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 580r 2.4065605e+06 1.00e+04 9.68e+03  -5.4 1.07e+04    -  2.90e-05 5.72e-04f  1
 581r 2.4067326e+06 1.00e+04 9.68e+03  -5.4 1.06e+04    -  2.84e-05 7.28e-04f  1
 582r 2.4067338e+06 1.00e+04 9.66e+03  -5.4 1.05e+04    -  1.97e-03 5.58e-06f  1
 583r 2.4068377e+06 1.00e+04 9.66e+03  -5.4 1.05e+04    -  8.80e-05 4.47e-04f  1
 584r 2.4068871e+06 1.00e+04 9.65e+03  -5.4 1.04e+04    -  3.49e-04 2.10e-04f  1
 585r 2.4070289e+06 1.00e+04 9.65e+03  -5.4 1.09e+04    -  6.62e-08 5.67e-04f  1
 586r 2.4071449e+06 1.00e+04 9.63e+03  -5.4 1.08e+04    -  3.21e-03 4.62e-04f  1
 587r 2.4071450e+06 1.00e+04 9.62e+03  -5.4 1.02e+04    -  1.45e-03 2.69e-07f  1
 588r 2.4074797e+06 1.00e+04 9.61e+03  -5.4 1.06e+04    -  2.42e-08 1.35e-03f  1
 589r 2.4074797e+06 1.00e+04 9.61e+03  -5.4 1.01e+04    -  1.92e-04 3.51e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 590r 2.4076095e+06 1.00e+04 9.60e+03  -5.4 1.01e+04    -  1.12e-03 5.63e-04f  1
 591r 2.4079364e+06 1.00e+04 9.60e+03  -5.4 1.04e+04    -  2.08e-08 1.33e-03f  1
 592r 2.4079364e+06 1.00e+04 9.59e+03  -5.4 9.91e+03    -  1.71e-03 3.35e-08f  1
 593r 2.4080213e+06 1.00e+04 9.59e+03  -5.4 1.02e+04    -  1.43e-08 3.50e-04f  1
 594r 2.4082311e+06 1.00e+04 9.58e+03  -5.4 1.04e+04    -  4.17e-04 8.39e-04f  1
 595r 2.4082311e+06 1.00e+04 9.56e+03  -5.4 9.74e+03    -  2.19e-03 4.60e-08f  1
 596r 2.4088545e+06 1.00e+04 9.56e+03  -5.4 9.90e+03    -  1.21e-08 2.62e-03f  1
 597r 2.4088928e+06 1.00e+04 9.56e+03  -5.4 1.00e+04    -  2.06e-04 1.54e-04f  1
 598r 2.4088928e+06 1.00e+04 9.54e+03  -5.4 9.41e+03    -  1.70e-03 6.60e-08f  1
 599r 2.4091111e+06 1.00e+04 9.54e+03  -5.4 9.67e+03    -  1.29e-08 9.16e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 600r 2.4092718e+06 1.00e+04 9.53e+03  -5.4 9.90e+03    -  1.09e-03 6.47e-04f  1
 601r 2.4092718e+06 1.00e+04 9.51e+03  -5.4 9.25e+03    -  3.07e-03 7.03e-08f  1
 602r 2.4096660e+06 1.00e+04 9.50e+03  -5.4 9.35e+03    -  1.51e-08 1.71e-03f  1
 603r 2.4097486e+06 1.00e+04 9.50e+03  -5.4 9.68e+03    -  3.47e-04 3.34e-04f  1
 604r 2.4098458e+06 1.00e+04 9.50e+03  -5.4 9.64e+03    -  6.66e-04 3.93e-04f  1
 605r 2.4098458e+06 1.00e+04 9.50e+03  -5.4 9.31e+03    -  2.94e-09 9.56e-08f  1
 606r 2.4098644e+06 1.00e+04 9.35e+03  -5.4 2.50e+03  -2.6 7.32e-03 2.37e-04f  1
 607r 2.4107002e+06 1.00e+04 9.31e+03  -5.4 2.22e+04  -3.1 2.00e-06 1.09e-03f  1
 608r 2.4113224e+06 1.00e+04 9.37e+03  -5.4 2.91e+03  -2.6 1.04e-04 6.51e-03f  1
 609r 2.4113287e+06 1.00e+04 9.13e+03  -5.4 9.16e+02  -2.2 1.04e-02 2.43e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 610r 2.4119187e+06 1.00e+04 9.11e+03  -5.4 2.18e+04  -2.7 7.14e-08 9.59e-04f  1
 611r 2.4119187e+06 1.00e+04 8.78e+03  -5.4 1.07e+03  -2.3 1.45e-02 8.17e-08f  1
 612r 2.4119227e+06 1.00e+04 8.79e+03  -5.4 1.15e+03    -  1.03e-03 2.85e-03f  1
 613r 2.4119227e+06 1.00e+04 8.74e+03  -5.4 1.13e+03    -  2.39e-03 1.71e-07f  1
 614r 2.4119229e+06 1.00e+04 8.66e+03  -5.4 1.12e+03    -  3.95e-03 8.53e-04f  1
 615r 2.4119277e+06 1.00e+04 8.70e+03  -5.4 1.14e+03    -  5.02e-08 3.09e-03f  1
 616r 2.4119287e+06 1.00e+04 8.63e+03  -5.4 1.15e+03    -  3.53e-03 4.56e-04f  1
 617r 2.4119287e+06 1.00e+04 8.51e+03  -5.4 1.05e+03    -  4.85e-03 2.89e-06f  1
