This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    37219
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   112800

Total number of variables............................:     6611
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     2404
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 197r 9.7388859e+05 1.00e+04 1.29e+03  -3.6 1.29e+02  -1.2 4.15e-01 4.35e-04f  1
 198r 9.7513830e+05 1.00e+04 1.62e+03  -3.6 2.77e+02  -1.7 1.01e-01 1.26e-02f  1
 199r 9.7897663e+05 1.00e+04 1.42e+03  -3.6 1.41e+02  -1.3 3.14e-04 7.62e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200r 1.0004859e+06 1.00e+04 8.85e+00  -3.6 6.00e+01  -0.8 1.00e+00 1.00e+00f  1
 201r 1.0031180e+06 1.00e+04 1.40e+02  -3.6 1.37e+02  -1.3 1.08e-01 5.35e-02f  1
 202r 1.0031260e+06 1.00e+04 8.58e+02  -3.6 2.76e+02  -1.8 1.43e-01 8.07e-05f  1
 203r 1.0115992e+06 1.00e+04 4.12e+02  -3.6 4.23e+02  -2.3 1.67e-05 5.63e-02f  1
 204r 1.0218498e+06 1.00e+04 6.55e+02  -3.6 6.35e+01  -0.9 1.00e+00 4.50e-01f  1
 205r 1.0234727e+06 1.00e+04 7.73e+02  -3.6 1.47e+02  -1.4 9.70e-02 3.09e-02f  1
 206r 1.0234738e+06 1.00e+04 7.73e+02  -3.6 2.82e+02  -1.9 1.96e-05 1.04e-05f  1
 207r 1.0234745e+06 1.00e+04 7.73e+02  -3.6 1.58e+02  -1.5 8.56e-05 1.31e-05f  1
 208r 1.0249670e+06 1.00e+04 7.33e+02  -3.6 7.31e+01  -1.0 6.27e-02 5.66e-02f  1
 209r 1.0308958e+06 1.00e+04 4.23e+02  -3.6 1.70e+02  -1.5 4.32e-05 9.74e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210r 1.0372916e+06 1.00e+04 1.13e+03  -3.6 7.78e+01  -1.1 1.00e+00 2.29e-01f  1
 211r 1.0373070e+06 1.00e+04 1.46e+03  -3.6 1.71e+02  -1.6 1.61e-01 2.52e-04f  1
 212r 1.0489397e+06 1.00e+04 9.44e+02  -3.6 8.27e+01  -1.1 1.00e+00 3.93e-01f  1
 213r 1.0572691e+06 1.00e+04 1.73e+02  -3.6 3.24e+01  -0.7 1.00e+00 7.17e-01f  1
 214r 1.0643898e+06 1.00e+04 6.55e+00  -3.6 8.05e+01  -1.2 1.55e-01 2.47e-01f  1
 215r 1.0643928e+06 1.00e+04 5.50e+02  -3.6 1.67e+02  -1.7 1.74e-01 4.97e-05f  1
 216r 1.0752861e+06 1.00e+04 2.28e+01  -3.6 8.42e+01  -1.2 4.44e-02 3.61e-01f  1
 217r 1.0817574e+06 1.00e+04 2.93e+02  -3.6 3.36e+01  -0.8 1.00e+00 5.38e-01f  1
 218r 1.0870775e+06 1.00e+04 7.24e+01  -3.6 8.12e+01  -1.3 4.86e-02 1.83e-01f  1
 219r 1.0894490e+06 1.00e+04 5.17e+02  -3.6 3.41e+01  -0.9 1.00e+00 1.94e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220r 1.0917639e+06 1.00e+04 5.32e+02  -3.6 8.35e+01  -1.3 1.29e-01 7.75e-02f  1
 221r 1.0917751e+06 1.00e+04 1.19e+03  -3.6 1.63e+02  -1.8 2.60e-01 1.91e-04f  1
 222r 1.0963460e+06 1.00e+04 9.50e+02  -3.6 3.28e+02    -  1.38e-05 3.93e-02f  1
 223r 1.0996351e+06 1.00e+04 9.99e+02  -3.6 8.57e+01  -1.4 3.33e-01 1.07e-01f  1
 224r 1.0996384e+06 1.00e+04 9.69e+02  -3.6 3.74e+01  -1.0 1.15e-01 2.48e-04f  1
 225r 1.1056122e+06 1.00e+04 6.86e+02  -3.6 8.96e+01  -1.4 5.14e-02 1.85e-01f  1
 226r 1.1061613e+06 1.00e+04 6.64e+02  -3.6 3.90e+01  -1.0 9.28e-02 3.91e-02f  1
 227r 1.1062331e+06 1.00e+04 6.60e+02  -3.6 2.82e+02    -  4.67e-05 7.09e-04f  1
 228r 1.1072591e+06 1.00e+04 6.76e+02  -3.6 2.84e+02    -  1.50e-02 1.01e-02f  1
 229r 1.1088299e+06 1.00e+04 6.43e+02  -3.6 2.81e+02    -  1.07e-02 1.56e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230r 1.1106337e+06 1.00e+04 8.65e+02  -3.6 2.77e+02    -  6.92e-02 1.83e-02f  1
 231r 1.1168898e+06 1.00e+04 6.56e+02  -3.6 2.71e+02    -  2.86e-02 6.45e-02f  1
 232r 1.1183430e+06 1.00e+04 5.79e+02  -3.6 8.22e+01  -1.5 2.66e-04 4.93e-02f  1
 233r 1.1185120e+06 1.00e+04 6.98e+02  -3.6 3.80e+01  -1.1 8.70e-01 1.24e-02f  1
 234r 1.1203551e+06 1.00e+04 6.00e+02  -3.6 8.75e+01  -1.5 4.71e-05 5.88e-02f  1
 235r 1.1203742e+06 1.00e+04 6.57e+02  -3.6 4.10e+01  -1.1 3.18e-01 1.30e-03f  1
 236r 1.1267492e+06 1.00e+04 5.95e+02  -3.6 9.20e+01  -1.6 2.52e-01 1.93e-01f  1
 237r 1.1267819e+06 1.00e+04 9.52e+02  -3.6 1.46e+02  -2.1 1.65e-01 6.25e-04f  1
 238r 1.1270145e+06 1.00e+04 9.40e+02  -3.6 2.28e+02    -  1.54e-05 2.88e-03f  1
 239r 1.1270635e+06 1.00e+04 9.40e+02  -3.6 5.84e+02  -2.6 9.50e-04 7.54e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240r 1.1270939e+06 1.00e+04 9.40e+02  -3.6 2.25e+02    -  5.03e-04 3.77e-04f  1
 241r 1.1398217e+06 1.00e+04 3.41e+02  -3.6 2.25e+02    -  2.22e-02 1.58e-01f  1
 242r 1.1400981e+06 1.00e+04 2.08e+02  -3.6 5.87e+00  -0.3 7.54e-01 1.31e-01f  1
 243r 1.1407211e+06 1.00e+04 2.02e+02  -3.6 1.90e+02    -  3.49e-03 9.14e-03f  1
 244r 1.1407242e+06 1.00e+04 2.02e+02  -3.6 2.18e+02    -  1.10e-05 4.62e-05f  1
 245r 1.1407251e+06 1.00e+04 2.03e+02  -3.6 1.64e+01  -0.8 4.39e-02 1.55e-04f  1
 246r 1.1431379e+06 1.00e+04 4.71e+02  -3.6 1.87e+02    -  1.34e-01 3.59e-02f  1
 247r 1.1431806e+06 1.00e+04 6.45e+02  -3.6 1.79e+02    -  5.99e-02 6.59e-04f  1
 248r 1.1575217e+06 1.00e+04 9.93e+01  -3.6 1.79e+02    -  7.65e-02 2.22e-01f  1
 249r 1.1609341e+06 1.00e+04 8.10e+01  -3.6 1.40e+02    -  1.66e-04 6.78e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250r 1.1631710e+06 1.00e+04 1.35e+02  -3.6 1.31e+02    -  2.51e-02 4.76e-02f  1
 251r 1.1631712e+06 1.00e+04 1.35e+02  -3.6 1.32e+02    -  3.18e-05 2.90e-06f  1
 252r 1.1662665e+06 1.00e+04 5.21e+02  -3.6 1.25e+02    -  3.27e-01 6.92e-02f  1
 253r 1.1696088e+06 1.00e+04 3.43e+02  -3.6 1.16e+02    -  1.01e-04 8.02e-02f  1
 254r 1.1723905e+06 1.00e+04 2.09e+02  -3.6 2.38e+01  -1.3 1.24e-01 3.25e-01f  1
 255r 1.1749972e+06 1.00e+04 7.15e+01  -3.6 4.58e+01  -1.8 1.05e-04 1.58e-01f  1
 256r 1.1763750e+06 1.00e+04 2.23e+02  -3.6 2.24e+01  -1.3 6.29e-01 1.71e-01f  1
 257r 1.1763827e+06 1.00e+04 2.30e+02  -3.6 4.73e+01  -1.8 1.26e-02 4.81e-04f  1
 258r 1.1791133e+06 1.00e+04 1.62e+02  -3.6 2.33e+01  -1.4 3.54e-01 3.24e-01f  1
 259r 1.1791168e+06 1.00e+04 1.63e+02  -3.6 8.01e+01    -  2.76e-04 1.18e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r 1.1839918e+06 1.00e+04 4.97e+01  -3.6 8.02e+01    -  1.07e-01 1.69e-01f  1
 261r 1.1865694e+06 1.00e+04 1.38e+02  -3.6 6.64e+01    -  1.85e-01 1.08e-01f  1
 262r 1.1885823e+06 1.00e+04 3.15e+01  -3.6 3.11e+01  -1.9 1.43e-04 1.80e-01f  1
 263r 1.1885866e+06 1.00e+04 2.15e+02  -3.6 1.56e+01  -1.4 6.88e-01 7.64e-04f  1
 264r 1.1943618e+06 1.00e+04 3.08e+01  -3.6 5.38e+01    -  7.38e-02 2.98e-01f  1
 265r 1.1993301e+06 1.00e+04 5.62e+01  -3.6 3.78e+01    -  3.17e-01 3.65e-01f  1
 266r 1.1993550e+06 1.00e+04 2.00e+01  -3.6 2.38e+01    -  1.38e-01 2.89e-03f  1
 267r 1.2023920e+06 1.00e+04 3.97e+01  -3.6 2.40e+01    -  2.43e-01 3.52e-01f  1
 268r 1.2024776e+06 1.00e+04 4.35e+01  -3.6 1.08e+02    -  3.53e-05 1.44e-02f  1
 269r 1.2025661e+06 1.00e+04 6.37e+01  -3.6 8.39e+00  -1.9 5.48e-01 2.91e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r 1.2033986e+06 1.00e+04 4.42e+01  -3.6 1.50e+01    -  1.10e-01 1.54e-01f  1
 271r 1.2036922e+06 1.00e+04 6.22e+01  -3.6 4.03e+00  -1.5 1.00e+00 2.02e-01f  1
 272r 1.2041435e+06 1.00e+04 5.16e+01  -3.6 6.96e+00  -2.0 1.87e-01 1.79e-01f  1
 273r 1.2041475e+06 1.00e+04 9.52e+01  -3.6 1.07e+01    -  2.87e-01 1.04e-03f  1
 274r 1.2080087e+06 1.00e+04 1.21e-01  -3.6 1.07e+01    -  1.00e+00 1.00e+00f  1
 275r 1.2080088e+06 1.00e+04 1.61e-04  -3.6 2.15e-02    -  1.00e+00 1.00e+00f  1
 276r 1.2080087e+06 1.00e+04 3.86e+01  -5.4 3.30e-01    -  4.71e-01 1.18e-01f  1
 277r 1.2097728e+06 1.00e+04 1.36e+02  -5.4 7.66e+03  -2.4 1.62e-03 6.33e-04f  1
 278r 1.2152401e+06 1.00e+04 3.28e+02  -5.4 3.70e+03  -2.0 7.04e-03 4.06e-03f  1
 279r 1.2385541e+06 1.00e+04 8.29e+02  -5.4 1.55e+03  -1.6 3.94e-05 4.13e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r 1.2394255e+06 1.00e+04 6.30e+02  -5.4 6.07e+02  -1.2 1.45e-02 3.95e-03f  1
 281r 1.2675530e+06 1.00e+04 1.92e+03  -5.4 1.73e+03  -1.6 1.32e-05 4.49e-02f  1
 282r 1.2675545e+06 1.00e+04 1.92e+03  -5.4 4.46e+03  -2.1 8.57e-07 9.03e-07f  1
 283r 1.2675550e+06 1.00e+04 1.73e+03  -5.4 9.41e+03  -2.6 1.08e-03 1.63e-07f  1
 284r 1.2907178e+06 1.00e+04 9.57e+02  -5.4 4.89e+03  -2.2 2.30e-02 1.30e-02f  1
 285r 1.2907180e+06 1.00e+04 8.83e+02  -5.4 2.90e+02  -0.8 2.89e-03 2.19e-06f  1
 286r 1.3001041e+06 1.00e+04 1.87e+03  -5.4 8.47e+02  -1.3 8.57e-05 3.06e-02f  1
 287r 1.3003288e+06 1.00e+04 1.78e+03  -5.4 3.25e+02  -0.9 4.62e-03 1.91e-03f  1
 288r 1.3117592e+06 1.00e+04 2.54e+03  -5.4 9.49e+02  -1.4 2.30e-04 3.32e-02f  1
 289r 1.3288394e+06 1.00e+04 4.70e+03  -5.4 3.65e+02  -0.9 1.89e-02 1.29e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290r 1.3724046e+06 1.00e+04 6.92e+03  -5.4 1.06e+03  -1.4 1.85e-04 1.13e-01f  1
 291r 1.3724049e+06 1.00e+04 6.51e+03  -5.4 4.08e+02  -1.0 1.83e-02 2.46e-06f  1
 292r 1.4106601e+06 1.00e+04 7.59e+03  -5.4 1.18e+03  -1.5 4.16e-04 8.94e-02f  1
 293r 1.4120482e+06 1.00e+04 6.74e+03  -5.4 4.56e+02  -1.0 6.00e-02 8.40e-03f  1
 294r 1.4728349e+06 1.00e+04 8.11e+03  -5.4 1.32e+03  -1.5 2.27e-06 1.28e-01f  1
 295r 1.4728354e+06 1.00e+04 7.42e+03  -5.4 5.08e+02  -1.1 4.69e-02 2.47e-06f  1
 296r 1.4867610e+06 1.00e+04 7.74e+03  -5.4 1.46e+03  -1.6 1.68e-07 2.64e-02f  1
 297r 1.5147053e+06 1.00e+04 7.90e+03  -5.4 5.69e+02  -1.1 5.49e-02 1.36e-01f  1
 298r 1.5147093e+06 1.00e+04 7.88e+03  -5.4 1.62e+03  -1.6 6.50e-04 6.90e-06f  1
 299r 1.5369622e+06 1.00e+04 5.52e+03  -5.4 6.36e+02  -1.2 2.07e-01 9.68e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300r 1.5375337e+06 1.00e+04 5.53e+03  -5.4 1.82e+03  -1.7 2.06e-06 8.74e-04f  1
 301r 1.5869314e+06 1.00e+04 5.49e+03  -5.4 7.11e+02  -1.2 1.11e-01 1.92e-01f  1
 302r 1.5927785e+06 1.00e+04 4.68e+03  -5.4 1.99e+03  -1.7 4.89e-02 8.14e-03f  1
 303r 1.5927835e+06 1.00e+04 1.08e+03  -5.4 7.90e+02  -1.3 2.95e-01 1.74e-05f  1
 304r 1.6317344e+06 1.00e+04 1.08e+03  -5.4 2.21e+03  -1.8 3.70e-02 4.88e-02f  1
 305r 1.6770173e+06 1.00e+04 1.97e+03  -5.4 5.47e+03  -2.2 1.15e-06 2.29e-02f  1
 306r 1.6774850e+06 1.00e+04 1.99e+03  -5.4 4.27e+01  -0.0 1.46e-02 3.03e-02f  1
 307r 1.6780910e+06 1.00e+04 2.35e+03  -5.4 1.28e+02  -0.5 7.48e-01 1.31e-02f  1
 308r 1.7095456e+06 1.00e+04 2.22e+03  -5.4 3.78e+02  -1.0 3.42e-01 2.30e-01f  1
 309r 1.7998613e+06 1.00e+04 3.30e+03  -5.4 1.09e+03  -1.4 5.29e-06 2.29e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310r 1.8498479e+06 1.00e+04 1.61e+03  -5.4 2.93e+03  -1.9 1.25e-01 4.72e-02f  1
 311r 1.8498488e+06 1.00e+04 3.48e+03  -5.4 1.20e+03  -1.5 1.24e-01 2.10e-06f  1
 312r 1.9016883e+06 1.00e+04 1.17e+03  -5.4 4.66e+02  -1.1 8.24e-04 3.08e-01f  1
 313r 1.9326119e+06 1.00e+04 1.17e+03  -5.4 1.33e+03  -1.5 6.82e-02 6.44e-02f  1
 314r 1.9326124e+06 1.00e+04 3.15e+03  -5.4 5.17e+02  -1.1 2.64e-01 2.97e-06f  1
 315r 1.9740667e+06 1.00e+04 1.21e+03  -5.4 1.48e+03  -1.6 6.60e-06 7.77e-02f  1
 316r 1.9741687e+06 1.00e+04 1.37e+03  -5.4 3.85e+03  -2.1 3.28e-03 7.33e-05f  1
 317r 2.0456467e+06 1.00e+04 5.69e+03  -5.4 1.64e+03  -1.7 2.87e-01 1.21e-01f  1
 318r 2.0962880e+06 1.00e+04 4.91e+03  -5.4 6.40e+02  -1.2 3.08e-01 2.19e-01f  1
 319r 2.1705494e+06 1.00e+04 1.15e+04  -5.4 1.79e+03  -1.7 3.88e-01 1.15e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320r 2.2318931e+06 1.00e+04 9.21e+03  -5.4 7.04e+02  -1.3 1.00e+00 2.41e-01f  1
 321r 2.2319085e+06 1.00e+04 1.31e+04  -5.4 1.96e+03  -1.8 1.55e-01 2.18e-05f  1
 322r 2.2713688e+06 1.00e+04 1.14e+04  -5.4 7.82e+02  -1.3 3.06e-01 1.39e-01f  1
 323r 2.3242811e+06 1.00e+04 8.78e+03  -5.4 2.16e+03  -1.8 6.62e-05 6.77e-02f  1
 324r 2.3245626e+06 1.00e+04 9.70e+03  -5.4 8.64e+02  -1.4 1.48e-01 9.01e-04f  1
 325r 2.3458534e+06 1.00e+04 1.10e+04  -5.4 2.38e+03  -1.9 7.42e-02 2.47e-02f  1
 326r 2.3899850e+06 1.00e+04 1.15e+04  -5.4 9.64e+02  -1.4 4.47e-01 1.27e-01f  1
 327r 2.3899852e+06 1.00e+04 1.51e+04  -5.4 2.60e+03  -1.9 1.07e-01 1.99e-07f  1
 328r 2.3899986e+06 1.00e+04 1.27e+04  -5.4 6.42e+01  -1.5 2.70e-02 3.20e-03f  1
 329r 2.3901218e+06 1.00e+04 1.31e+04  -5.4 1.85e+02  -2.0 4.40e-03 9.67e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330r 2.3902858e+06 1.00e+04 1.51e+04  -5.4 7.20e+01  -1.5 9.16e-03 3.48e-02f  1
 331r 2.3904843e+06 1.00e+04 1.45e+04  -5.4 2.06e+02  -2.0 1.74e-02 1.35e-02f  1
 332r 2.3906374e+06 1.00e+04 1.45e+04  -5.4 7.44e+02  -2.5 2.71e-03 3.22e-03f  1
 333r 2.3906467e+06 1.00e+04 1.49e+04  -5.4 3.08e+01  -1.2 3.03e-06 4.60e-03f  1
 334r 2.3906504e+06 1.00e+04 1.42e+04  -5.4 8.96e+01  -1.6 7.24e-03 6.11e-04f  1
 335r 2.3906831e+06 1.00e+04 1.44e+04  -5.4 2.55e+02  -2.1 2.98e-04 1.73e-03f  1
 336r 2.3909134e+06 1.00e+04 1.46e+04  -5.4 1.07e+03  -2.6 4.15e-04 3.75e-03f  1
 337r 2.3909484e+06 1.00e+04 1.46e+04  -5.4 6.20e+03  -3.1 3.99e-04 1.35e-04f  1
 338r 2.3909494e+06 1.00e+04 1.29e+04  -5.4 1.12e+02  -1.7 1.82e-02 1.33e-04f  1
 339r 2.3910397e+06 1.00e+04 1.29e+04  -5.4 3.17e+02  -2.2 3.19e-03 3.70e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340r 2.3911358e+06 1.00e+04 1.30e+04  -5.4 1.56e+03  -2.7 3.04e-05 1.17e-03f  1
 341r 2.3911407e+06 1.00e+04 1.25e+04  -5.4 4.46e+02  -2.3 5.87e-03 1.76e-04f  1
 342r 2.3911495e+06 1.00e+04 1.08e+04  -5.4 1.41e+02  -1.8 1.98e-02 8.81e-04f  1
 343r 2.3911649e+06 1.00e+04 1.11e+04  -5.4 5.47e+01  -1.4 8.19e-07 4.16e-03f  1
 344r 2.3911649e+06 1.00e+04 1.08e+04  -5.4 2.07e+01  -1.0 3.29e-03 6.41e-05f  1
 345r 2.3911663e+06 1.00e+04 1.03e+04  -5.4 8.30e+01  -1.5 6.54e-03 2.86e-04f  1
 346r 2.3911841e+06 1.00e+04 1.09e+04  -5.4 3.04e+01  -1.0 1.91e-03 1.02e-02f  1
 347r 2.3912460e+06 1.00e+04 1.14e+04  -5.4 9.42e+01  -1.5 3.83e-03 1.16e-02f  1
 348r 2.3913098e+06 1.00e+04 1.06e+04  -5.4 3.44e+01  -1.1 3.77e-02 3.24e-02f  1
 349r 2.3913951e+06 1.00e+04 1.14e+04  -5.4 1.07e+02  -1.6 3.29e-03 1.42e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350r 2.3913951e+06 1.00e+04 1.11e+04  -5.4 3.30e+02  -2.0 3.60e-03 1.82e-07f  1
 351r 2.3918544e+06 1.00e+04 1.16e+04  -5.4 7.31e+02  -2.5 3.48e-08 7.79e-03f  1
 352r 2.3918547e+06 1.00e+04 1.16e+04  -5.4 2.53e+03  -3.0 6.76e-04 1.14e-06f  1
 353r 2.3922331e+06 1.00e+04 1.50e+04  -5.4 1.01e+02  -1.7 1.25e-06 4.80e-02f  1
 354r 2.3922389e+06 1.00e+04 1.40e+04  -5.4 3.87e+01  -1.2 1.37e-02 1.99e-03f  1
 355r 2.3922762e+06 1.00e+04 1.28e+04  -5.4 1.13e+02  -1.7 1.74e-02 4.27e-03f  1
 356r 2.3922762e+06 1.00e+04 1.27e+04  -5.4 4.81e+02  -2.2 1.09e-03 3.35e-07f  1
 357r 2.3923134e+06 1.00e+04 1.28e+04  -5.4 1.56e+03  -2.7 1.64e-04 4.37e-04f  1
 358r 2.3923134e+06 1.00e+04 1.28e+04  -5.4 2.06e+04    -  4.49e-05 2.17e-08f  1
 359r 2.3924048e+06 1.00e+04 1.28e+04  -5.4 2.03e+04    -  7.82e-05 8.53e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360r 2.3925609e+06 1.00e+04 1.28e+04  -5.4 2.08e+04    -  1.38e-05 1.41e-04f  1
 361r 2.3925611e+06 1.00e+04 1.28e+04  -5.4 2.21e+04    -  5.68e-06 1.67e-07f  1
 362r 2.3926243e+06 1.00e+04 1.28e+04  -5.4 2.21e+04    -  1.61e-04 5.39e-05f  1
 363r 2.3927926e+06 1.00e+04 1.28e+04  -5.4 2.26e+04    -  5.87e-05 1.40e-04f  1
 364r 2.3928367e+06 1.00e+04 1.28e+04  -5.4 2.40e+04    -  9.91e-05 3.43e-05f  1
 365r 2.3928373e+06 1.00e+04 1.28e+04  -5.4 2.48e+04    -  2.54e-07 4.98e-07f  1
 366r 2.3928859e+06 1.00e+04 1.28e+04  -5.4 2.48e+04    -  8.02e-06 3.67e-05f  1
 367r 2.3928859e+06 1.00e+04 1.28e+04  -5.4 6.03e+02  -2.2 2.49e-07 3.91e-08f  1
 368r 2.3928989e+06 1.00e+04 1.28e+04  -5.4 3.80e+04    -  2.12e-05 6.50e-06f  1
 369r 2.3929411e+06 1.00e+04 1.28e+04  -5.4 3.84e+04    -  6.45e-06 2.10e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370r 2.3931052e+06 1.00e+04 1.28e+04  -5.4 3.95e+04    -  3.07e-05 7.89e-05f  1
 371r 2.3931053e+06 1.00e+04 1.28e+04  -5.4 4.06e+04    -  1.59e-04 6.24e-08f  1
 372r 2.3931306e+06 1.00e+04 1.28e+04  -5.4 4.00e+04    -  3.53e-05 1.20e-05f  1
 373r 2.3931387e+06 1.00e+04 1.28e+04  -5.4 3.91e+04    -  1.23e-06 3.93e-06f  1
 374r 2.3933985e+06 1.00e+04 1.28e+04  -5.4 4.64e+04    -  3.73e-07 1.06e-04f  1
 375r 2.3933986e+06 1.00e+04 1.28e+04  -5.4 4.77e+04    -  6.81e-06 1.51e-08f  1
 376r 2.3934208e+06 1.00e+04 1.29e+04  -5.4 2.10e+02  -1.8 2.49e-06 1.88e-03f  1
 377r 2.3934303e+06 1.00e+04 1.27e+04  -5.4 1.30e+03  -2.3 2.10e-03 1.46e-04f  1
 378r 2.3935786e+06 1.00e+04 1.35e+04  -5.4 2.42e+02  -1.9 8.28e-07 1.09e-02f  1
 379r 2.3935786e+06 1.00e+04 1.33e+04  -5.4 8.29e+01  -1.4 1.80e-03 6.18e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380r 2.3936284e+06 1.00e+04 1.35e+04  -5.4 1.03e+03  -1.9 3.38e-05 2.29e-03f  1
 381r 2.3936284e+06 1.00e+04 1.18e+04  -5.4 9.36e+01  -1.5 2.11e-02 1.39e-06f  1
 382r 2.3939276e+06 1.00e+04 1.28e+04  -5.4 2.93e+02  -2.0 2.14e-03 1.82e-02f  1
 383r 2.3939332e+06 1.00e+04 1.26e+04  -5.4 9.77e+02  -2.5 3.46e-03 1.05e-04f  1
 384r 2.3939332e+06 1.00e+04 1.26e+04  -5.4 2.99e+03  -2.9 3.03e-08 1.63e-08f  1
 385r 2.3940400e+06 1.00e+04 1.26e+04  -5.4 5.83e+04  -3.4 3.51e-05 3.58e-05f  1
 386r 2.3940635e+06 1.00e+04 1.25e+04  -5.4 4.65e+03  -3.0 5.23e-04 9.69e-05f  1
 387r 2.3940638e+06 1.00e+04 1.25e+04  -5.4 6.10e+04  -3.5 3.05e-06 7.06e-08f  1
 388r 2.3943200e+06 1.00e+04 1.26e+04  -5.4 5.63e+03  -3.0 6.50e-07 8.73e-04f  1
 389r 2.3943964e+06 1.00e+04 1.26e+04  -5.4 1.51e+03  -2.6 4.46e-05 9.26e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390r 2.3943964e+06 1.00e+04 1.26e+04  -5.4 1.26e+04  -3.1 2.45e-06 8.18e-09f  1
 391r 2.3944045e+06 1.00e+04 1.26e+04  -5.4 1.05e+03  -2.7 7.89e-04 7.70e-05f  1
 392r 2.3946783e+06 1.00e+04 1.26e+04  -5.4 9.43e+04  -3.1 9.69e-09 4.09e-05f  1
 393r 2.3946881e+06 1.00e+04 1.24e+04  -5.4 1.38e+03  -2.7 2.49e-03 7.18e-05f  1
 394r 2.3946881e+06 1.00e+04 1.24e+04  -5.4 8.31e+03  -3.2 1.16e-04 4.56e-08f  1
 395r 2.3947036e+06 1.00e+04 1.25e+04  -5.4 1.58e+02  -1.9 1.75e-07 1.17e-03f  1
 396r 2.3947264e+06 1.00e+04 1.25e+04  -5.4 5.99e+01  -1.4 3.32e-03 4.89e-03f  1
 397r 2.3947264e+06 1.00e+04 1.25e+04  -5.4 6.19e+02  -1.9 3.44e-04 6.97e-08f  1
 398r 2.3947490e+06 1.00e+04 1.28e+04  -5.4 6.72e+01  -1.5 1.92e-04 4.29e-03f  1
 399r 2.3947622e+06 1.00e+04 1.31e+04  -5.4 2.57e+01  -1.1 1.82e-03 6.88e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400r 2.3949246e+06 1.00e+04 1.46e+04  -5.4 7.57e+01  -1.5 2.85e-03 2.73e-02f  1
 401r 2.3949348e+06 1.00e+04 1.28e+04  -5.4 2.88e+01  -1.1 2.69e-02 4.68e-03f  1
 402r 2.3951144e+06 1.00e+04 1.32e+04  -5.4 8.50e+01  -1.6 1.72e-02 2.66e-02f  1
 403r 2.3951144e+06 1.00e+04 1.04e+04  -5.4 3.71e+01  -1.2 3.69e-02 6.46e-07f  1
 404r 2.3954302e+06 1.00e+04 1.28e+04  -5.4 1.36e+02  -1.6 1.84e-03 4.19e-02f  1
 405r 2.3954302e+06 1.00e+04 1.21e+04  -5.4 4.51e+02  -2.1 1.01e-02 1.30e-07f  1
 406r 2.3955796e+06 1.00e+04 1.22e+04  -5.4 1.77e+03  -2.6 6.27e-06 1.62e-03f  1
