This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    35416
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   109200

Total number of variables............................:     6010
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     1803
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200r 1.1598614e+06 1.00e+04 3.64e+02  -3.6 8.44e+01  -2.0 2.24e-01 3.91e-05f  1
 201r 1.1651474e+06 1.00e+04 8.57e+01  -3.6 1.41e+02    -  3.24e-05 1.04e-01f  1
 202r 1.1651692e+06 1.00e+04 2.94e+02  -3.6 4.53e+01  -1.6 2.71e-01 1.33e-03f  1
 203r 1.1656048e+06 1.00e+04 2.71e+02  -3.6 8.03e+01  -2.0 1.78e-05 1.50e-02f  1
 204r 1.1656053e+06 1.00e+04 3.50e+02  -3.6 1.06e+02  -2.5 4.54e-02 1.31e-05f  1
 205r 1.1752848e+06 1.00e+04 9.13e+01  -3.6 1.25e+02    -  3.37e-02 2.15e-01f  1
 206r 1.1798684e+06 1.00e+04 6.43e+01  -3.6 9.82e+01    -  1.37e-01 1.29e-01f  1
 207r 1.1798696e+06 1.00e+04 6.43e+01  -3.6 8.58e+01    -  5.32e-05 3.99e-05f  1
 208r 1.1906403e+06 1.00e+04 3.72e+01  -3.6 8.56e+01    -  3.52e-01 3.49e-01f  1
 209r 1.1914426e+06 1.00e+04 7.94e+01  -3.6 5.61e+01    -  8.20e-05 3.97e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210r 1.1914426e+06 1.00e+04 7.06e+01  -3.6 5.94e+01  -2.1 1.13e-02 5.51e-06f  1
 211r 1.1921416e+06 1.00e+04 1.48e+02  -3.6 2.22e+01  -1.7 5.18e-01 8.74e-02f  1
 212r 1.1936854e+06 1.00e+04 8.47e+01  -3.6 5.07e+01    -  2.36e-02 8.44e-02f  1
 213r 1.1936878e+06 1.00e+04 1.34e+02  -3.6 4.65e+01    -  6.13e-02 1.38e-04f  1
 214r 1.1949669e+06 1.00e+04 1.15e+02  -3.6 4.64e+01    -  6.47e-02 7.63e-02f  1
 215r 1.1973866e+06 1.00e+04 7.48e+01  -3.6 9.04e+00  -1.2 5.80e-01 7.41e-01f  1
 216r 1.1992076e+06 1.00e+04 9.36e+01  -3.6 1.61e+01  -1.7 1.84e-01 3.13e-01f  1
 217r 1.1992079e+06 1.00e+04 7.91e+01  -3.6 2.35e+01  -2.2 2.99e-02 3.28e-05f  1
 218r 1.2062277e+06 1.00e+04 1.68e+02  -3.6 3.12e+01    -  3.54e-01 6.23e-01f  1
 219r 1.2062345e+06 1.00e+04 3.77e+01  -3.6 1.17e+01    -  4.02e-01 1.61e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220r 1.2096114e+06 1.00e+04 1.90e+02  -3.6 1.17e+01    -  4.48e-04 7.99e-01f  1
 221r 1.2096489e+06 1.00e+04 1.35e+02  -3.6 2.44e+00    -  2.39e-01 4.28e-02f  1
 222r 1.2098224e+06 1.00e+04 1.14e+01  -3.6 2.53e+00  -1.8 1.00e+00 4.43e-01f  1
 223r 1.2103418e+06 1.00e+04 2.13e+01  -3.6 1.99e+00    -  1.34e-01 7.82e-01f  1
 224r 1.2103495e+06 1.00e+04 5.87e+00  -3.6 6.52e-01  -1.3 8.48e-01 2.06e-01f  1
 225r 1.2104031e+06 1.00e+04 4.18e+00  -3.6 1.12e+00    -  1.62e-01 4.00e-01f  1
 226r 1.2105038e+06 1.00e+04 1.14e-01  -3.6 1.84e+00    -  1.00e+00 1.00e+00f  1
 227r 1.2105033e+06 1.00e+04 6.13e-05  -3.6 2.85e-02    -  1.00e+00 1.00e+00h  1
 228r 1.2105103e+06 1.00e+04 3.86e+01  -5.4 8.12e-02    -  8.82e-01 8.64e-01f  1
 229r 1.2223056e+06 1.00e+04 2.11e+02  -5.4 2.54e+03  -1.8 8.01e-03 1.28e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230r 1.2268757e+06 1.00e+04 3.77e+02  -5.4 6.15e+03  -2.3 5.37e-04 2.05e-03f  1
 231r 1.2510742e+06 1.00e+04 1.30e+03  -5.4 2.81e+03  -1.9 4.78e-03 2.38e-02f  1
 232r 1.2510754e+06 1.00e+04 1.30e+03  -5.4 6.65e+03  -2.3 2.49e-05 5.01e-07f  1
 233r 1.2907934e+06 1.00e+04 2.04e+03  -5.4 3.10e+03  -1.9 2.12e-02 3.53e-02f  1
 234r 1.2979057e+06 1.00e+04 1.59e+03  -5.4 7.16e+03  -2.4 6.12e-03 2.74e-03f  1
 235r 1.2979093e+06 1.00e+04 1.59e+03  -5.4 3.41e+03  -2.0 2.72e-06 2.91e-06f  1
 236r 1.3008223e+06 1.00e+04 1.07e+03  -5.4 7.71e+03  -2.5 8.73e-03 1.04e-03f  1
 237r 1.3630227e+06 1.00e+04 2.93e+03  -5.4 3.76e+03  -2.0 9.18e-03 4.57e-02f  1
 238r 1.3680017e+06 1.00e+04 2.88e+03  -5.4 8.23e+03  -2.5 2.31e-03 1.66e-03f  1
 239r 1.3849520e+06 1.00e+04 5.21e+03  -5.4 6.17e+02  -1.2 1.09e-02 7.58e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240r 1.3871642e+06 1.00e+04 5.42e+03  -5.4 2.37e+02  -0.7 4.12e-05 2.58e-02f  1
 241r 1.3893535e+06 1.00e+04 5.15e+03  -5.4 6.96e+02  -1.2 2.33e-02 8.69e-03f  1
 242r 1.3893548e+06 1.00e+04 5.15e+03  -5.4 1.94e+03  -1.7 9.87e-06 1.79e-06f  1
 243r 1.3974295e+06 1.00e+04 5.37e+03  -5.4 4.93e+03  -2.2 8.64e-04 4.52e-03f  1
 244r 1.3975427e+06 1.00e+04 4.49e+03  -5.4 2.96e+02  -0.8 2.42e-02 1.06e-03f  1
 245r 1.3977128e+06 1.00e+04 4.50e+03  -5.4 8.71e+02  -1.3 1.66e-06 5.39e-04f  1
 246r 1.4223102e+06 1.00e+04 4.50e+03  -5.4 2.42e+03  -1.8 2.27e-02 2.80e-02f  1
 247r 1.4227269e+06 1.00e+04 3.32e+03  -5.4 9.73e+02  -1.4 7.25e-02 1.18e-03f  1
 248r 1.5459256e+06 1.00e+04 7.77e+03  -5.4 2.68e+03  -1.9 4.01e-03 1.27e-01f  1
 249r 1.6214155e+06 1.00e+04 9.84e+03  -5.4 6.36e+03  -2.3 1.34e-02 3.28e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250r 1.6214312e+06 1.00e+04 9.30e+03  -5.4 4.10e+02  -1.0 3.68e-02 1.06e-04f  1
 251r 1.6630750e+06 1.00e+04 1.11e+04  -5.4 1.19e+03  -1.5 7.71e-06 9.69e-02f  1
 252r 1.6650062e+06 1.00e+04 1.00e+04  -5.4 3.19e+03  -2.0 3.21e-01 1.67e-03f  1
 253r 1.8076117e+06 1.00e+04 4.87e+03  -5.4 1.32e+03  -1.5 1.02e-01 2.99e-01f  1
 254r 1.9154988e+06 1.00e+04 3.27e+03  -5.4 3.46e+03  -2.0 6.47e-02 8.62e-02f  1
 255r 1.9796237e+06 1.00e+04 1.90e+04  -5.4 1.42e+03  -1.6 9.13e-01 1.24e-01f  1
 256r 2.0354162e+06 1.00e+04 1.69e+04  -5.4 3.72e+03  -2.1 1.29e-02 4.14e-02f  1
 257r 2.0354171e+06 1.00e+04 2.20e+04  -5.4 1.56e+03  -1.6 5.46e-01 1.71e-06f  1
 258r 2.1958339e+06 1.00e+04 2.73e+03  -5.4 6.15e+02  -1.2 1.00e+00 7.20e-01f  1
 259r 2.3050547e+06 1.00e+04 1.08e+03  -5.4 1.70e+03  -1.7 1.17e-01 1.77e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r 2.3622123e+06 1.00e+04 8.66e+03  -5.4 6.64e+02  -1.3 1.00e+00 2.38e-01f  1
 261r 2.3941184e+06 1.00e+04 1.14e+04  -5.4 1.85e+03  -1.7 1.81e-01 4.77e-02f  1
 262r 2.3941185e+06 1.00e+04 1.26e+04  -5.4 7.34e+02  -1.3 1.00e+00 5.10e-07f  1
 263r 2.3943549e+06 1.00e+04 1.40e+04  -5.4 1.27e+02  -1.8 6.44e-03 2.47e-02f  1
 264r 2.3943549e+06 1.00e+04 1.39e+04  -5.4 4.85e+01  -1.4 1.78e-03 2.24e-06f  1
 265r 2.3944301e+06 1.00e+04 1.44e+04  -5.4 1.41e+02  -1.8 5.10e-06 7.02e-03f  1
 266r 2.3944301e+06 1.00e+04 1.14e+04  -5.4 5.46e+01  -1.4 3.12e-02 6.93e-07f  1
 267r 2.3944301e+06 1.00e+04 1.12e+04  -5.4 1.60e+02  -1.9 2.34e-03 7.35e-07f  1
 268r 2.3944669e+06 1.00e+04 1.18e+04  -5.4 6.13e+01  -1.5 5.08e-04 7.97e-03f  1
 269r 2.3944669e+06 1.00e+04 1.17e+04  -5.4 5.35e+02  -1.9 1.37e-03 2.33e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r 2.3946244e+06 1.00e+04 1.41e+04  -5.4 6.88e+01  -1.5 2.39e-04 3.04e-02f  1
 271r 2.3946245e+06 1.00e+04 1.15e+04  -5.4 2.62e+01  -1.1 2.88e-02 2.69e-05f  1
 272r 2.3946419e+06 1.00e+04 1.17e+04  -5.4 7.68e+01  -1.6 1.08e-04 3.02e-03f  1
 273r 2.3946438e+06 1.00e+04 1.11e+04  -5.4 2.21e+02  -2.0 6.72e-03 1.15e-04f  1
 274r 2.3949495e+06 1.00e+04 1.48e+04  -5.4 8.59e+01  -1.6 6.18e-04 4.75e-02f  1
 275r 2.3949537e+06 1.00e+04 1.48e+04  -5.4 5.54e+04  -2.1 5.66e-05 1.70e-04f  1
 276r 2.3949538e+06 1.00e+04 1.23e+04  -5.4 9.60e+01  -1.7 2.80e-02 2.28e-06f  1
 277r 2.3951004e+06 1.00e+04 1.22e+04  -5.4 2.75e+02  -2.1 6.53e-03 7.16e-03f  1
 278r 2.3957832e+06 1.00e+04 1.66e+04  -5.4 1.07e+02  -1.7 2.12e-02 8.42e-02f  1
 279r 2.3957984e+06 1.00e+04 1.63e+04  -5.4 3.05e+02  -2.2 5.03e-03 6.58e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r 2.3958464e+06 1.00e+04 1.63e+04  -5.4 1.20e+02  -1.8 3.89e-03 5.30e-03f  1
 281r 2.3958607e+06 1.00e+04 1.62e+04  -5.4 3.42e+02  -2.2 1.02e-03 5.59e-04f  1
 282r 2.3959135e+06 1.00e+04 1.53e+04  -5.4 1.34e+02  -1.8 1.57e-02 5.24e-03f  1
 283r 2.3959457e+06 1.00e+04 1.54e+04  -5.4 3.82e+02  -2.3 3.09e-05 1.13e-03f  1
 284r 2.3959457e+06 1.00e+04 1.39e+04  -5.4 1.49e+02  -1.9 1.80e-02 4.56e-07f  1
 285r 2.3960989e+06 1.00e+04 1.42e+04  -5.4 4.95e+02  -2.3 1.62e-04 4.90e-03f  1
 286r 2.3964301e+06 1.00e+04 1.57e+04  -5.4 1.66e+02  -1.9 2.73e-03 2.64e-02f  1
 287r 2.3964312e+06 1.00e+04 1.56e+04  -5.4 1.15e+03  -2.4 1.05e-03 3.24e-05f  1
 288r 2.3964967e+06 1.00e+04 1.51e+04  -5.4 1.85e+02  -2.0 9.93e-03 4.68e-03f  1
 289r 2.3965701e+06 1.00e+04 1.60e+04  -5.4 7.21e+01  -1.5 2.03e-06 1.35e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290r 2.3965702e+06 1.00e+04 1.54e+04  -5.4 2.21e+02  -2.0 7.25e-03 1.77e-06f  1
 291r 2.3966370e+06 1.00e+04 1.61e+04  -5.4 8.55e+01  -1.6 3.15e-04 1.12e-02f  1
 292r 2.3966371e+06 1.00e+04 1.57e+04  -5.4 2.52e+02  -2.1 5.25e-03 1.13e-06f  1
 293r 2.3967320e+06 1.00e+04 1.60e+04  -5.4 9.72e+01  -1.7 7.34e-03 1.43e-02f  1
 294r 2.3969094e+06 1.00e+04 1.63e+04  -5.4 2.80e+02  -2.1 3.12e-03 9.17e-03f  1
 295r 2.3969789e+06 1.00e+04 1.67e+04  -5.4 1.07e+02  -1.7 3.43e-03 9.30e-03f  1
 296r 2.3969789e+06 1.00e+04 1.65e+04  -5.4 3.05e+02  -2.2 1.48e-03 7.90e-08f  1
 297r 2.3970278e+06 1.00e+04 1.47e+04  -5.4 1.18e+02  -1.8 2.82e-02 5.85e-03f  1
 298r 2.3971757e+06 1.00e+04 1.50e+04  -5.4 3.39e+02  -2.2 7.18e-04 6.17e-03f  1
 299r 2.3972549e+06 1.00e+04 1.54e+04  -5.4 1.30e+02  -1.8 1.44e-03 8.45e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300r 2.3972667e+06 1.00e+04 1.55e+04  -5.4 4.00e+02  -2.3 1.13e-05 4.35e-04f  1
 301r 2.3972727e+06 1.00e+04 1.53e+04  -5.4 1.44e+02  -1.9 1.87e-03 5.70e-04f  1
 302r 2.3974053e+06 1.00e+04 1.56e+04  -5.4 4.63e+02  -2.3 6.39e-04 4.34e-03f  1
 303r 2.3974053e+06 1.00e+04 1.46e+04  -5.4 1.62e+02  -1.9 1.27e-02 1.70e-07f  1
 304r 2.3974319e+06 1.00e+04 1.47e+04  -5.4 5.78e+02  -2.4 1.63e-07 7.80e-04f  1
 305r 2.3977032e+06 1.00e+04 1.54e+04  -5.4 1.84e+02  -2.0 6.67e-03 2.04e-02f  1
 306r 2.3977033e+06 1.00e+04 1.54e+04  -5.4 1.13e+03  -2.4 5.96e-05 2.23e-06f  1
 307r 2.3977754e+06 1.00e+04 1.50e+04  -5.4 2.09e+02  -2.0 8.14e-03 4.85e-03f  1
 308r 2.3977936e+06 1.00e+04 1.50e+04  -5.4 2.86e+03  -2.5 9.67e-04 4.16e-04f  1
 309r 2.3978936e+06 1.00e+04 1.52e+04  -5.4 2.36e+02  -2.1 2.51e-03 6.03e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310r 2.3979413e+06 1.00e+04 1.49e+04  -5.4 8.82e+01  -1.6 8.97e-03 7.45e-03f  1
 311r 2.3982352e+06 1.00e+04 1.57e+04  -5.4 2.68e+02  -2.1 1.43e-03 1.57e-02f  1
 312r 2.3982521e+06 1.00e+04 1.45e+04  -5.4 9.98e+01  -1.7 1.85e-02 2.34e-03f  1
 313r 2.3983539e+06 1.00e+04 1.46e+04  -5.4 3.07e+02  -2.2 2.30e-03 4.90e-03f  1
 314r 2.3985846e+06 1.00e+04 1.47e+04  -5.4 1.12e+02  -1.7 2.23e-02 2.87e-02f  1
 315r 2.3986452e+06 1.00e+04 1.46e+04  -5.4 3.53e+02  -2.2 2.22e-03 2.58e-03f  1
 316r 2.3987642e+06 1.00e+04 1.51e+04  -5.4 1.27e+02  -1.8 4.33e-03 1.32e-02f  1
 317r 2.3987642e+06 1.00e+04 1.49e+04  -5.4 3.91e+02  -2.3 2.73e-03 7.38e-08f  1
 318r 2.3988494e+06 1.00e+04 1.43e+04  -5.4 1.42e+02  -1.8 1.50e-02 8.49e-03f  1
 319r 2.3989203e+06 1.00e+04 1.44e+04  -5.4 4.83e+02  -2.3 1.39e-07 2.41e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320r 2.3990470e+06 1.00e+04 1.48e+04  -5.4 1.63e+02  -1.9 2.50e-03 1.12e-02f  1
 321r 2.3990470e+06 1.00e+04 1.47e+04  -5.4 5.48e+02  -2.4 1.48e-03 6.01e-07f  1
 322r 2.3990961e+06 1.00e+04 1.49e+04  -5.4 2.12e+02  -1.9 3.34e-07 3.80e-03f  1
 323r 2.3991177e+06 1.00e+04 1.45e+04  -5.4 7.86e+01  -1.5 1.02e-02 4.44e-03f  1
 324r 2.3992009e+06 1.00e+04 1.46e+04  -5.4 3.59e+02  -2.0 3.46e-03 5.69e-03f  1
 325r 2.3993010e+06 1.00e+04 1.51e+04  -5.4 8.84e+01  -1.6 6.64e-03 1.84e-02f  1
 326r 2.3993013e+06 1.00e+04 1.51e+04  -5.4 6.32e+02  -2.0 6.67e-07 1.49e-05f  1
 327r 2.3993013e+06 1.00e+04 1.50e+04  -5.4 2.59e+03  -2.5 6.28e-04 1.78e-08f  1
 328r 2.3995077e+06 1.00e+04 1.56e+04  -5.4 3.98e+02  -2.1 1.36e-05 1.12e-02f  1
 329r 2.3995228e+06 1.00e+04 1.55e+04  -5.4 3.74e+03  -2.6 6.54e-04 2.01e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330r 2.3996478e+06 1.00e+04 1.54e+04  -5.4 4.73e+02  -2.1 7.23e-03 5.96e-03f  1
 331r 2.3996829e+06 1.00e+04 1.54e+04  -5.4 5.89e+03  -2.6 1.86e-04 3.44e-04f  1
 332r 2.3997261e+06 1.00e+04 1.53e+04  -5.4 5.68e+02  -2.2 2.70e-03 1.82e-03f  1
 333r 2.3997262e+06 1.00e+04 1.53e+04  -5.4 1.11e+04  -2.7 1.21e-04 7.13e-07f  1
 334r 2.3997952e+06 1.00e+04 1.53e+04  -5.4 6.90e+02  -2.2 2.16e-03 2.58e-03f  1
 335r 2.3998106e+06 1.00e+04 1.53e+04  -5.4 1.73e+02  -1.8 1.71e-07 1.55e-03f  1
 336r 2.3998949e+06 1.00e+04 1.53e+04  -5.4 5.36e+01  -1.4 1.79e-02 2.26e-02f  1
 337r 2.3999849e+06 1.00e+04 1.55e+04  -5.4 2.06e+02  -1.9 3.29e-03 7.97e-03f  1
 338r 2.4000836e+06 1.00e+04 1.63e+04  -5.4 6.09e+01  -1.4 5.07e-03 2.36e-02f  1
 339r 2.4001964e+06 1.00e+04 1.65e+04  -5.4 2.52e+02  -1.9 2.87e-03 8.75e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340r 2.4001964e+06 1.00e+04 1.52e+04  -5.4 6.90e+01  -1.5 2.05e-02 4.19e-07f  1
 341r 2.4003295e+06 1.00e+04 1.54e+04  -5.4 2.65e+02  -2.0 4.30e-03 9.58e-03f  1
 342r 2.4003531e+06 1.00e+04 1.54e+04  -5.4 2.22e+03  -2.5 6.06e-06 3.95e-04f  1
 343r 2.4003562e+06 1.00e+04 1.51e+04  -5.4 3.12e+02  -2.0 5.04e-03 1.91e-04f  1
 344r 2.4003675e+06 1.00e+04 1.51e+04  -5.4 1.04e+04  -2.5 4.67e-10 7.05e-05f  1
 345r 2.4003848e+06 1.00e+04 1.49e+04  -5.4 7.13e+02  -2.1 3.63e-03 8.66e-04f  1
 346r 2.4005931e+06 1.00e+04 1.60e+04  -5.4 1.03e+02  -1.7 5.52e-03 3.11e-02f  1
 347r 2.4007143e+06 1.00e+04 1.77e+04  -5.4 3.39e+01  -1.2 7.70e-03 4.83e-02f  1
 348r 2.4007706e+06 1.00e+04 1.74e+04  -5.4 1.20e+02  -1.7 9.46e-03 7.50e-03f  1
 349r 2.4007987e+06 1.00e+04 1.71e+04  -5.4 3.83e+01  -1.3 1.18e-02 9.97e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350r 2.4010652e+06 1.00e+04 1.80e+04  -5.4 1.39e+02  -1.8 7.36e-03 3.16e-02f  1
 351r 2.4010986e+06 1.00e+04 1.84e+04  -5.4 4.33e+01  -1.3 8.91e-04 1.05e-02f  1
 352r 2.4011031e+06 1.00e+04 1.84e+04  -5.4 3.41e+02  -1.8 1.72e-05 4.56e-04f  1
 353r 2.4011638e+06 1.00e+04 1.82e+04  -5.4 4.96e+01  -1.4 1.54e-02 1.70e-02f  1
 354r 2.4011821e+06 1.00e+04 1.82e+04  -5.4 8.44e+02  -1.9 9.30e-04 1.52e-03f  1
 355r 2.4011968e+06 1.00e+04 1.76e+04  -5.4 5.68e+01  -1.4 1.24e-02 3.69e-03f  1
 356r 2.4013103e+06 1.00e+04 2.00e+04  -5.4 1.99e+01  -1.0 9.72e-03 7.59e-02f  1
 357r 2.4014335e+06 1.00e+04 1.99e+04  -5.4 6.49e+01  -1.5 1.89e-02 2.78e-02f  1
 358r 2.4014783e+06 1.00e+04 2.05e+04  -5.4 2.24e+01  -1.1 7.21e-03 2.71e-02f  1
 359r 2.4015995e+06 1.00e+04 2.08e+04  -5.4 7.49e+01  -1.5 8.63e-03 2.44e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360r 2.4015995e+06 1.00e+04 2.00e+04  -5.4 2.52e+01  -1.1 1.59e-02 1.41e-05f  1
 361r 2.4016329e+06 1.00e+04 2.01e+04  -5.4 1.05e+02  -1.6 2.07e-03 6.04e-03f  1
 362r 2.4017770e+06 1.00e+04 2.14e+04  -5.4 2.85e+01  -1.2 1.62e-02 6.85e-02f  1
 363r 2.4018158e+06 1.00e+04 2.15e+04  -5.4 1.90e+02  -1.6 2.70e-03 6.22e-03f  1
 364r 2.4018308e+06 1.00e+04 2.17e+04  -5.4 3.40e+01  -1.2 6.86e-05 5.55e-03f  1
 365r 2.4018543e+06 1.00e+04 2.15e+04  -5.4 1.19e+01  -0.8 1.79e-02 2.50e-02f  1
 366r 2.4019082e+06 1.00e+04 2.15e+04  -5.4 3.92e+01  -1.3 9.46e-03 1.74e-02f  1
 367r 2.4020569e+06 1.00e+04 2.45e+04  -5.4 1.34e+01  -0.8 2.14e-02 1.40e-01f  1
 368r 2.4020890e+06 1.00e+04 2.45e+04  -5.4 4.74e+01  -1.3 3.99e-03 8.92e-03f  1
 369r 2.4021368e+06 1.00e+04 2.42e+04  -5.4 1.51e+01  -0.9 2.63e-02 3.97e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370r 2.4022393e+06 1.00e+04 2.46e+04  -5.4 5.91e+01  -1.4 3.74e-03 2.42e-02f  1
 371r 2.4022539e+06 1.00e+04 2.42e+04  -5.4 1.70e+01  -0.9 1.28e-02 1.06e-02f  1
 372r 2.4023920e+06 1.00e+04 2.46e+04  -5.4 1.03e+02  -1.4 4.97e-05 1.89e-02f  1
 373r 2.4023946e+06 1.00e+04 2.36e+04  -5.4 2.25e+01  -1.0 2.31e-02 1.48e-03f  1
 374r 2.4024974e+06 1.00e+04 2.36e+04  -5.4 2.58e+02  -1.5 1.99e-03 7.15e-03f  1
 375r 2.4025301e+06 1.00e+04 2.33e+04  -5.4 2.68e+01  -1.0 1.37e-02 1.58e-02f  1
 376r 2.4025459e+06 1.00e+04 2.28e+04  -5.4 8.50e+00  -0.6 2.28e-02 2.32e-02f  1
 377r 2.4025823e+06 1.00e+04 2.30e+04  -5.4 3.19e+01  -1.1 2.70e-03 1.53e-02f  1
 378r 2.4027372e+06 1.00e+04 2.63e+04  -5.4 9.73e+00  -0.7 2.18e-02 2.00e-01f  1
 379r 2.4027534e+06 1.00e+04 2.60e+04  -5.4 3.84e+01  -1.1 9.43e-03 5.64e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380r 2.4027853e+06 1.00e+04 2.54e+04  -5.4 1.12e+01  -0.7 2.75e-02 3.61e-02f  1
 381r 2.4027853e+06 1.00e+04 2.53e+04  -5.4 4.55e+01  -1.2 2.86e-03 4.42e-07f  1
 382r 2.4028240e+06 1.00e+04 2.52e+04  -5.4 1.28e+01  -0.8 1.75e-02 3.90e-02f  1
 383r 2.4028463e+06 1.00e+04 2.51e+04  -5.4 6.12e+01  -1.2 3.75e-03 5.54e-03f  1
 384r 2.4029008e+06 1.00e+04 2.51e+04  -5.4 1.47e+01  -0.8 1.78e-02 4.79e-02f  1
 385r 2.4029494e+06 1.00e+04 2.51e+04  -5.4 9.34e+01  -1.3 2.80e-03 9.14e-03f  1
 386r 2.4029576e+06 1.00e+04 2.44e+04  -5.4 1.70e+01  -0.9 2.01e-02 6.24e-03f  1
 387r 2.4029608e+06 1.00e+04 2.44e+04  -5.4 1.79e+02  -1.3 5.63e-04 3.85e-04f  1
 388r 2.4029648e+06 1.00e+04 2.42e+04  -5.4 1.88e+01  -0.9 7.35e-03 2.77e-03f  1
 389r 2.4029648e+06 1.00e+04 2.42e+04  -5.4 2.75e+02  -1.4 1.84e-04 9.15e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390r 2.4029655e+06 1.00e+04 2.38e+04  -5.4 2.01e+01  -1.0 9.46e-03 4.82e-04f  1
 391r 2.4029694e+06 1.00e+04 2.23e+04  -5.4 6.86e+00  -0.5 4.19e-02 8.82e-03f  1
 392r 2.4029947e+06 1.00e+04 2.23e+04  -5.4 2.06e+01  -1.0 7.03e-03 1.87e-02f  1
 393r 2.4030193e+06 1.00e+04 2.25e+04  -5.4 7.72e+00  -0.6 1.36e-02 4.93e-02f  1
 394r 2.4030371e+06 1.00e+04 2.16e+04  -5.4 2.31e+01  -1.1 3.01e-02 1.16e-02f  1
 395r 2.4030643e+06 1.00e+04 2.05e+04  -5.4 8.69e+00  -0.6 5.08e-02 4.84e-02f  1
 396r 2.4031625e+06 1.00e+04 2.11e+04  -5.4 2.59e+01  -1.1 3.67e-03 5.71e-02f  1
 397r 2.4031690e+06 1.00e+04 1.94e+04  -5.4 9.77e+00  -0.7 5.53e-02 1.01e-02f  1
 398r 2.4031988e+06 1.00e+04 1.92e+04  -5.4 3.14e+01  -1.2 1.31e-02 1.64e-02f  1
 399r 2.4032081e+06 1.00e+04 1.80e+04  -5.4 1.16e+01  -0.7 4.22e-02 1.38e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400r 2.4032264e+06 1.00e+04 1.80e+04  -5.4 3.55e+01  -1.2 4.17e-03 8.87e-03f  1
 401r 2.4032677e+06 1.00e+04 1.75e+04  -5.4 1.32e+01  -0.8 3.73e-02 5.42e-02f  1
 402r 2.4033166e+06 1.00e+04 1.72e+04  -5.4 4.03e+01  -1.3 2.00e-02 2.08e-02f  1
 403r 2.4033692e+06 1.00e+04 1.75e+04  -5.4 1.49e+01  -0.9 1.16e-02 6.05e-02f  1
 404r 2.4034058e+06 1.00e+04 1.76e+04  -5.4 4.56e+01  -1.3 2.81e-03 1.37e-02f  1
 405r 2.4034104e+06 1.00e+04 1.67e+04  -5.4 1.68e+01  -0.9 3.23e-02 4.68e-03f  1
 406r 2.4034206e+06 1.00e+04 1.70e+04  -5.4 7.17e-01   0.4 6.70e-02 2.09e-01f  1
 407r 2.4034234e+06 1.00e+04 1.60e+04  -5.4 2.17e+00  -0.1 4.77e-02 1.95e-02f  1
 408r 2.4034307e+06 1.00e+04 1.58e+04  -5.4 6.58e+00  -0.5 1.28e-02 1.64e-02f  1
