This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    35416
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   109200

Total number of variables............................:     6010
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     1803
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 619r 2.4350185e+06 9.57e+03 3.78e+03  -5.4 3.15e+03  -2.9 1.23e-04 1.97e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 620r 2.4350212e+06 9.57e+03 3.79e+03  -5.4 1.29e+05  -3.4 2.74e-05 4.21e-07f  1
 621r 2.4350345e+06 9.57e+03 3.79e+03  -5.4 5.43e+03  -3.0 2.95e-07 5.04e-05f  1
 622r 2.4351207e+06 9.56e+03 3.78e+03  -5.4 9.96e+02  -2.6 1.39e-03 1.79e-03f  1
 623r 2.4353084e+06 9.56e+03 3.77e+03  -5.4 8.30e+03  -3.0 2.25e-07 4.80e-04f  1
 624r 2.4355440e+06 9.56e+03 3.75e+03  -5.4 1.21e+03  -2.6 7.52e-03 3.95e-03f  1
 625r 2.4355440e+06 9.56e+03 3.75e+03  -5.4 1.09e+04  -3.1 7.57e-07 1.32e-08f  1
 626r 2.4356985e+06 9.55e+03 3.74e+03  -5.4 1.42e+03  -2.7 6.94e-04 2.25e-03f  1
 627r 2.4357222e+06 9.55e+03 3.75e+03  -5.4 3.93e+02  -2.2 6.68e-06 1.25e-03f  1
 628r 2.4357232e+06 9.55e+03 3.75e+03  -5.4 8.64e+03  -2.7 4.58e-04 5.75e-06f  1
 629r 2.4358543e+06 9.55e+03 3.75e+03  -5.4 1.40e+03  -2.3 1.81e-07 4.18e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 630r 2.4358543e+06 9.55e+03 3.75e+03  -5.4 1.10e+05  -2.8 2.98e-05 1.64e-08f  1
 631r 2.4359384e+06 9.55e+03 3.75e+03  -5.4 6.05e+03  -2.3 7.84e-08 1.11e-03f  1
 632r 2.4359495e+06 9.55e+03 3.71e+03  -5.4 1.53e+02  -1.9 7.18e-03 1.57e-03f  1
 633r 2.4360162e+06 9.55e+03 3.71e+03  -5.4 6.58e+02  -2.4 7.52e-07 2.07e-03f  1
 634r 2.4360162e+06 9.55e+03 3.71e+03  -5.4 8.05e+03  -2.9 6.86e-04 5.14e-09f  1
 635r 2.4360471e+06 9.55e+03 3.72e+03  -5.4 5.87e+02  -2.4 8.57e-07 2.77e-03f  1
 636r 2.4360572e+06 9.55e+03 3.73e+03  -5.4 1.32e+02  -2.0 1.26e-04 5.07e-03f  1
 637r 2.4360578e+06 9.55e+03 3.70e+03  -5.4 5.19e+02  -2.5 4.87e-03 5.59e-05f  1
 638r 2.4360789e+06 9.54e+03 3.73e+03  -5.4 1.44e+02  -2.1 2.12e-04 1.01e-02f  1
 639r 2.4360800e+06 9.54e+03 3.71e+03  -5.4 7.88e+02  -2.5 4.58e-03 7.36e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 640r 2.4361128e+06 9.54e+03 3.66e+03  -5.4 1.56e+02  -2.1 1.32e-02 1.14e-02f  1
 641r 2.4361176e+06 9.54e+03 3.66e+03  -5.4 1.06e+03  -2.6 7.87e-06 2.76e-04f  1
 642r 2.4361411e+06 9.54e+03 3.58e+03  -5.4 1.68e+02  -2.2 1.50e-02 7.52e-03f  1
 643r 2.4361440e+06 9.54e+03 3.58e+03  -5.4 1.29e+03  -2.6 1.41e-03 1.30e-04f  1
 644r 2.4361604e+06 9.54e+03 3.56e+03  -5.4 1.80e+02  -2.2 4.55e-03 4.69e-03f  1
 645r 2.4361935e+06 9.54e+03 3.56e+03  -5.4 4.28e+03  -2.7 1.22e-08 4.47e-04f  1
 646r 2.4362118e+06 9.54e+03 3.55e+03  -5.4 6.40e+02  -2.3 1.59e-03 7.16e-04f  1
 647r 2.4362187e+06 9.54e+03 3.49e+03  -5.4 1.79e+02  -1.8 9.92e-03 9.82e-04f  1
 648r 2.4362988e+06 9.54e+03 3.50e+03  -5.4 8.34e+02  -2.3 3.17e-06 2.51e-03f  1
 649r 2.4362992e+06 9.54e+03 3.47e+03  -5.4 2.02e+02  -1.9 4.67e-03 4.59e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 650r 2.4363169e+06 9.54e+03 3.47e+03  -5.4 9.67e+02  -2.4 6.78e-07 4.58e-04f  1
 651r 2.4363406e+06 9.54e+03 3.40e+03  -5.4 2.38e+02  -1.9 1.19e-02 2.54e-03f  1
 652r 2.4364151e+06 9.54e+03 3.40e+03  -5.4 1.18e+03  -2.4 1.61e-06 1.62e-03f  1
 653r 2.4364157e+06 9.54e+03 3.33e+03  -5.4 2.75e+02  -2.0 1.09e-02 6.06e-05f  1
 654r 2.4364970e+06 9.54e+03 3.33e+03  -5.4 1.41e+03  -2.5 1.59e-03 1.42e-03f  1
 655r 2.4367518e+06 9.53e+03 3.37e+03  -5.4 3.18e+02  -2.0 2.38e-03 2.04e-02f  1
 656r 2.4367518e+06 9.53e+03 3.36e+03  -5.4 1.45e+03  -2.5 2.74e-03 1.83e-07f  1
 657r 2.4368543e+06 9.53e+03 3.38e+03  -5.4 3.61e+02  -2.1 2.65e-05 7.39e-03f  1
 658r 2.4368553e+06 9.53e+03 3.37e+03  -5.4 1.75e+03  -2.6 1.24e-03 1.34e-05f  1
 659r 2.4369903e+06 9.52e+03 3.37e+03  -5.4 4.16e+02  -2.1 2.86e-03 8.17e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 660r 2.4369903e+06 9.52e+03 3.37e+03  -5.4 3.93e+03  -2.6 4.22e-07 1.83e-07f  1
 661r 2.4370921e+06 9.52e+03 3.36e+03  -5.4 4.86e+02  -2.2 4.79e-03 5.31e-03f  1
 662r 2.4371257e+06 9.52e+03 3.36e+03  -5.4 4.72e+03  -2.7 3.12e-06 2.41e-04f  1
 663r 2.4371313e+06 9.52e+03 3.36e+03  -5.4 5.71e+02  -2.3 4.24e-05 2.59e-04f  1
 664r 2.4372036e+06 9.52e+03 3.36e+03  -5.4 4.86e+03  -2.7 5.33e-04 4.39e-04f  1
 665r 2.4372037e+06 9.52e+03 3.34e+03  -5.4 6.55e+02  -2.3 3.97e-03 1.62e-06f  1
 666r 2.4372662e+06 9.52e+03 3.34e+03  -5.4 3.83e+03  -2.8 8.99e-04 3.94e-04f  1
 667r 2.4376322e+06 9.51e+03 3.33e+03  -5.4 7.65e+02  -2.4 4.09e-03 1.18e-02f  1
 668r 2.4377428e+06 9.51e+03 3.33e+03  -5.4 4.69e+03  -2.8 1.93e-06 5.76e-04f  1
 669r 2.4377428e+06 9.51e+03 3.31e+03  -5.4 8.44e+02  -2.4 4.18e-03 2.37e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 670r 2.4378071e+06 9.51e+03 3.31e+03  -5.4 6.74e+03  -2.9 8.12e-08 2.25e-04f  1
 671r 2.4378639e+06 9.51e+03 3.28e+03  -5.4 1.06e+03  -2.5 7.28e-03 1.30e-03f  1
 672r 2.4378640e+06 9.51e+03 3.28e+03  -5.4 8.33e+03  -2.9 2.52e-07 4.04e-07f  1
 673r 2.4379786e+06 9.50e+03 3.28e+03  -5.4 1.22e+03  -2.5 1.28e-03 2.36e-03f  1
 674r 2.4379791e+06 9.50e+03 3.28e+03  -5.4 1.27e+04  -3.0 2.96e-07 9.72e-07f  1
 675r 2.4380115e+06 9.50e+03 3.28e+03  -5.4 1.45e+03  -2.6 5.47e-04 5.45e-04f  1
 676r 2.4381013e+06 9.50e+03 3.27e+03  -5.4 3.51e+04  -3.0 5.62e-08 6.13e-05f  1
 677r 2.4384326e+06 9.50e+03 3.26e+03  -5.4 1.83e+03  -2.6 2.07e-03 4.34e-03f  1
 678r 2.4384326e+06 9.50e+03 3.27e+03  -5.4 1.67e+04  -3.1 3.25e-04 1.03e-08f  1
 679r 2.4387820e+06 9.49e+03 3.26e+03  -5.4 2.22e+03  -2.7 1.57e-07 3.73e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 680r 2.4387820e+06 9.49e+03 3.23e+03  -5.4 5.07e+02  -2.2 5.59e-03 1.87e-07f  1
 681r 2.4389147e+06 9.49e+03 3.23e+03  -5.4 2.55e+03  -2.7 1.41e-06 1.26e-03f  1
 682r 2.4389149e+06 9.49e+03 3.22e+03  -5.4 5.82e+02  -2.3 6.27e-04 9.83e-06f  1
 683r 2.4391615e+06 9.48e+03 3.21e+03  -5.4 3.36e+03  -2.8 6.02e-07 1.71e-03f  1
 684r 2.4391615e+06 9.48e+03 3.16e+03  -5.4 6.80e+02  -2.3 1.27e-02 1.73e-07f  1
 685r 2.4393181e+06 9.48e+03 3.15e+03  -5.4 3.40e+03  -2.8 4.45e-07 1.09e-03f  1
 686r 2.4393184e+06 9.48e+03 3.12e+03  -5.4 7.78e+02  -2.4 6.22e-03 9.53e-06f  1
 687r 2.4397223e+06 9.47e+03 3.10e+03  -5.4 5.59e+03  -2.9 4.61e-08 1.66e-03f  1
 688r 2.4397223e+06 9.47e+03 3.09e+03  -5.4 9.33e+02  -2.4 3.42e-03 1.75e-07f  1
 689r 2.4400058e+06 9.46e+03 3.07e+03  -5.4 7.50e+03  -2.9 4.85e-08 8.59e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 690r 2.4400058e+06 9.46e+03 3.07e+03  -5.4 1.09e+03  -2.5 2.13e-03 1.10e-07f  1
 691r 2.4401215e+06 9.46e+03 3.06e+03  -5.4 6.79e+03  -3.0 5.19e-07 3.97e-04f  1
 692r 2.4401215e+06 9.46e+03 3.05e+03  -5.4 1.20e+03  -2.5 5.20e-03 1.65e-07f  1
 693r 2.4401639e+06 9.46e+03 3.05e+03  -5.4 7.21e+03  -3.0 8.14e-07 1.34e-04f  1
 694r 2.4404790e+06 9.46e+03 3.04e+03  -5.4 1.41e+03  -2.6 2.59e-03 5.22e-03f  1
 695r 2.4404791e+06 9.46e+03 3.04e+03  -5.4 1.41e+04  -3.1 3.19e-08 2.56e-08f  1
 696r 2.4406371e+06 9.45e+03 3.03e+03  -5.4 1.74e+03  -2.6 1.69e-04 2.11e-03f  1
 697r 2.4406614e+06 9.45e+03 3.03e+03  -5.4 2.34e+04  -3.1 2.33e-06 2.43e-05f  1
 698r 2.4407567e+06 9.45e+03 3.03e+03  -5.4 2.08e+03  -2.7 2.10e-03 1.07e-03f  1
 699r 2.4407576e+06 9.45e+03 3.03e+03  -5.4 4.74e+04  -3.2 1.16e-05 4.21e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 700r 2.4412753e+06 9.44e+03 3.01e+03  -5.4 2.67e+03  -2.7 2.38e-07 4.38e-03f  1
 701r 2.4412753e+06 9.44e+03 3.05e+03  -5.4 3.82e+04  -3.2 3.88e-04 2.84e-09f  1
 702r 2.4414754e+06 9.44e+03 3.04e+03  -5.4 2.96e+03  -2.8 5.74e-08 1.52e-03f  1
 703r 2.4414754e+06 9.44e+03 3.04e+03  -5.4 6.93e+02  -2.4 6.14e-04 2.21e-07f  1
 704r 2.4415959e+06 9.43e+03 3.03e+03  -5.4 3.52e+03  -2.8 9.65e-06 7.85e-04f  1
 705r 2.4415961e+06 9.43e+03 3.02e+03  -5.4 8.01e+02  -2.4 2.85e-03 5.20e-06f  1
 706r 2.4420827e+06 9.42e+03 2.99e+03  -5.4 4.77e+03  -2.9 7.78e-08 2.26e-03f  1
 707r 2.4420827e+06 9.42e+03 2.97e+03  -5.4 9.37e+02  -2.5 8.45e-03 1.47e-07f  1
 708r 2.4422220e+06 9.42e+03 2.96e+03  -5.4 4.51e+03  -3.0 3.08e-07 6.94e-04f  1
 709r 2.4422223e+06 9.42e+03 2.95e+03  -5.4 1.05e+03  -2.5 1.89e-03 4.82e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 710r 2.4423453e+06 9.42e+03 2.95e+03  -5.4 5.61e+03  -3.0 3.56e-05 4.84e-04f  1
 711r 2.4423453e+06 9.42e+03 2.94e+03  -5.4 1.17e+03  -2.6 3.18e-03 1.90e-07f  1
 712r 2.4428225e+06 9.41e+03 2.91e+03  -5.4 6.82e+03  -3.1 2.77e-08 1.54e-03f  1
 713r 2.4430699e+06 9.40e+03 2.90e+03  -5.4 1.41e+03  -2.6 4.08e-03 3.89e-03f  1
 714r 2.4430699e+06 9.40e+03 2.90e+03  -5.4 1.09e+04  -3.1 2.94e-08 1.83e-08f  1
 715r 2.4430953e+06 9.40e+03 2.90e+03  -5.4 1.71e+03  -2.7 2.32e-04 3.30e-04f  1
 716r 2.4431277e+06 9.40e+03 2.90e+03  -5.4 1.68e+04  -3.2 4.67e-07 4.35e-05f  1
 717r 2.4432055e+06 9.40e+03 2.90e+03  -5.4 2.04e+03  -2.7 7.78e-04 8.48e-04f  1
 718r 2.4432060e+06 9.40e+03 2.91e+03  -5.4 2.68e+04  -3.2 2.37e-04 4.12e-07f  1
 719r 2.4439159e+06 9.39e+03 2.88e+03  -5.4 2.62e+03  -2.8 7.10e-08 5.87e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 720r 2.4439159e+06 9.39e+03 2.90e+03  -5.4 2.52e+04  -3.3 2.49e-04 5.36e-09f  1
 721r 2.4439408e+06 9.39e+03 2.90e+03  -5.4 2.62e+03  -2.8 7.07e-06 2.05e-04f  1
 722r 2.4439408e+06 9.39e+03 2.90e+03  -5.4 1.67e+04  -3.3 3.96e-05 5.81e-08f  1
 723r 2.4442162e+06 9.38e+03 2.89e+03  -5.4 2.85e+03  -2.9 1.59e-03 2.11e-03f  1
 724r 2.4443319e+06 9.38e+03 2.89e+03  -5.4 2.53e+04  -3.4 1.70e-07 9.93e-05f  1
 725r 2.4443321e+06 9.38e+03 2.89e+03  -5.4 3.26e+03  -2.9 4.14e-04 1.32e-06f  1
 726r 2.4448321e+06 9.37e+03 2.86e+03  -5.4 2.64e+05  -3.4 1.82e-09 3.98e-05f  1
 727r 2.4450339e+06 9.36e+03 2.86e+03  -5.4 4.28e+03  -3.0 1.26e-03 9.94e-04f  1
 728r 2.4450339e+06 9.36e+03 2.86e+03  -5.4 1.17e+03  -2.6 3.49e-07 9.23e-08f  1
 729r 2.4452595e+06 9.36e+03 2.85e+03  -5.4 1.19e+04  -3.0 6.80e-05 4.22e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 730r 2.4452786e+06 9.36e+03 2.85e+03  -5.4 1.51e+03  -2.6 4.08e-06 2.64e-04f  1
 731r 2.4452792e+06 9.36e+03 2.82e+03  -5.4 3.74e+02  -2.2 5.45e-03 3.83e-05f  1
 732r 2.4460738e+06 9.34e+03 2.80e+03  -5.4 1.99e+03  -2.7 1.28e-07 8.20e-03f  1
 733r 2.4460738e+06 9.34e+03 2.79e+03  -5.4 4.36e+02  -2.2 1.61e-03 1.73e-07f  1
 734r 2.4461815e+06 9.34e+03 2.78e+03  -5.4 2.14e+03  -2.7 1.19e-05 1.04e-03f  1
 735r 2.4461816e+06 9.34e+03 2.76e+03  -5.4 4.91e+02  -2.3 5.38e-03 4.51e-06f  1
 736r 2.4464400e+06 9.33e+03 2.75e+03  -5.4 2.87e+03  -2.8 7.46e-08 1.81e-03f  1
 737r 2.4464400e+06 9.33e+03 2.73e+03  -5.4 5.88e+02  -2.3 5.39e-03 1.79e-07f  1
 738r 2.4465719e+06 9.33e+03 2.72e+03  -5.4 3.16e+03  -2.8 8.28e-07 8.47e-04f  1
 739r 2.4465720e+06 9.33e+03 2.72e+03  -5.4 6.79e+02  -2.4 1.14e-03 4.39e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 740r 2.4469789e+06 9.32e+03 2.70e+03  -5.4 4.33e+03  -2.9 1.08e-06 1.87e-03f  1
 741r 2.4469789e+06 9.32e+03 2.67e+03  -5.4 7.93e+02  -2.4 7.40e-03 9.45e-08f  1
 742r 2.4480087e+06 9.30e+03 2.62e+03  -5.4 5.45e+03  -2.9 2.83e-08 3.88e-03f  1
 743r 2.4480087e+06 9.30e+03 2.62e+03  -5.4 9.24e+02  -2.5 9.37e-04 9.30e-08f  1
 744r 2.4481267e+06 9.30e+03 2.61e+03  -5.4 5.81e+03  -3.0 2.79e-06 4.37e-04f  1
 745r 2.4481269e+06 9.30e+03 2.60e+03  -5.4 1.04e+03  -2.5 3.45e-03 2.62e-06f  1
 746r 2.4483198e+06 9.30e+03 2.59e+03  -5.4 1.37e+04  -3.0 8.28e-08 3.04e-04f  1
 747r 2.4487791e+06 9.29e+03 2.59e+03  -5.4 1.33e+03  -2.6 5.22e-04 7.17e-03f  1
 748r 2.4493778e+06 9.28e+03 2.56e+03  -5.4 3.68e+04  -3.1 2.30e-07 3.52e-04f  1
 749r 2.4493778e+06 9.28e+03 2.55e+03  -5.4 1.62e+03  -2.6 3.58e-03 7.59e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 750r 2.4495272e+06 9.27e+03 2.55e+03  -5.4 2.26e+04  -3.1 4.74e-07 1.51e-04f  1
 751r 2.4495274e+06 9.27e+03 2.54e+03  -5.4 1.83e+03  -2.7 2.69e-03 2.01e-06f  1
 752r 2.4495831e+06 9.27e+03 2.55e+03  -5.4 4.50e+04  -3.2 9.93e-05 2.87e-05f  1
 753r 2.4496616e+06 9.27e+03 2.55e+03  -5.4 2.22e+03  -2.7 1.13e-03 7.20e-04f  1
 754r 2.4496617e+06 9.27e+03 2.55e+03  -5.4 5.40e+02  -2.3 1.31e-06 1.76e-06f  1
 755r 2.4496633e+06 9.27e+03 2.55e+03  -5.4 2.77e+03  -2.8 5.39e-04 1.22e-05f  1
 756r 2.4502537e+06 9.26e+03 2.58e+03  -5.4 6.69e+02  -2.4 5.65e-07 1.85e-02f  1
 757r 2.4502537e+06 9.26e+03 2.58e+03  -5.4 3.50e+03  -2.8 6.99e-04 3.32e-08f  1
 758r 2.4502975e+06 9.26e+03 2.58e+03  -5.4 7.29e+02  -2.4 5.69e-05 1.35e-03f  1
 759r 2.4503404e+06 9.26e+03 2.59e+03  -5.4 4.15e+03  -2.9 1.53e-03 2.08e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 760r 2.4503862e+06 9.26e+03 2.59e+03  -5.4 8.43e+02  -2.5 2.67e-04 1.16e-03f  1
 761r 2.4511731e+06 9.24e+03 2.55e+03  -5.4 6.44e+03  -3.0 2.29e-07 2.43e-03f  1
 762r 2.4511731e+06 9.24e+03 2.55e+03  -5.4 1.01e+03  -2.5 1.03e-03 8.25e-08f  1
 763r 2.4512358e+06 9.24e+03 2.54e+03  -5.4 6.43e+03  -3.0 4.62e-06 2.06e-04f  1
 764r 2.4512712e+06 9.24e+03 2.53e+03  -5.4 1.15e+03  -2.6 3.98e-03 6.45e-04f  1
 765r 2.4512731e+06 9.24e+03 2.53e+03  -5.4 1.13e+04  -3.1 2.43e-08 3.47e-06f  1
 766r 2.4513476e+06 9.24e+03 2.53e+03  -5.4 1.47e+03  -2.6 9.42e-04 1.05e-03f  1
 767r 2.4513476e+06 9.24e+03 2.53e+03  -5.4 1.23e+04  -3.1 1.43e-04 4.01e-08f  1
 768r 2.4514105e+06 9.23e+03 2.53e+03  -5.4 1.65e+03  -2.7 6.09e-06 8.14e-04f  1
 769r 2.4514620e+06 9.23e+03 2.54e+03  -5.4 1.98e+04  -3.2 2.12e-04 5.87e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 770r 2.4514645e+06 9.23e+03 2.54e+03  -5.4 1.93e+03  -2.7 9.62e-04 2.63e-05f  1
 771r 2.4518561e+06 9.23e+03 2.57e+03  -5.4 5.29e+02  -2.3 1.28e-06 1.58e-02f  1
 772r 2.4518561e+06 9.23e+03 2.57e+03  -5.4 2.33e+03  -2.8 3.42e-03 5.47e-08f  1
 773r 2.4519905e+06 9.22e+03 2.56e+03  -5.4 5.18e+06  -3.3 6.49e-10 6.05e-07f  1
 774r 2.4519906e+06 9.22e+03 2.56e+03  -5.4 2.72e+03  -2.8 1.24e-04 1.10e-06f  1
 775r 2.4522890e+06 9.22e+03 2.57e+03  -5.4 7.10e+02  -2.4 1.68e-06 8.89e-03f  1
 776r 2.4523109e+06 9.22e+03 2.58e+03  -5.4 3.82e+03  -2.9 6.96e-04 1.16e-04f  1
 777r 2.4525538e+06 9.21e+03 2.55e+03  -5.4 8.22e+02  -2.5 8.86e-03 6.22e-03f  1
 778r 2.4525538e+06 9.21e+03 2.55e+03  -5.4 3.77e+03  -2.9 7.04e-07 1.43e-08f  1
 779r 2.4525593e+06 9.21e+03 2.54e+03  -5.4 7.05e+02  -2.5 4.80e-03 1.87e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 780r 2.4525596e+06 9.21e+03 2.54e+03  -5.4 3.36e+03  -3.0 5.65e-05 2.09e-06f  1
 781r 2.4526689e+06 9.21e+03 2.53e+03  -5.4 1.21e+06  -3.5 2.84e-07 2.48e-06f  1
 782r 2.4526694e+06 9.21e+03 2.54e+03  -5.4 4.04e+03  -3.0 1.33e-03 3.52e-06f  1
 783r 2.4527320e+06 9.21e+03 2.54e+03  -5.4 8.86e+02  -2.6 1.04e-06 1.62e-03f  1
 784r 2.4527321e+06 9.21e+03 2.54e+03  -5.4 5.00e+03  -3.1 4.86e-04 7.50e-07f  1
 785r 2.4528562e+06 9.20e+03 2.54e+03  -5.4 1.11e+03  -2.7 1.84e-07 2.41e-03f  1
 786r 2.4528562e+06 9.20e+03 2.56e+03  -5.4 8.04e+03  -3.1 1.27e-03 4.63e-08f  1
 787r 2.4532321e+06 9.20e+03 2.55e+03  -5.4 1.30e+03  -2.7 4.00e-03 6.22e-03f  1
 788r 2.4532321e+06 9.20e+03 2.55e+03  -5.4 8.72e+03  -3.2 5.92e-08 3.17e-08f  1
 789r 2.4533481e+06 9.19e+03 2.54e+03  -5.4 1.39e+03  -2.8 8.48e-04 1.83e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 790r 2.4534509e+06 9.19e+03 2.54e+03  -5.4 1.12e+04  -3.2 4.99e-07 2.35e-04f  1
 791r 2.4534510e+06 9.19e+03 2.53e+03  -5.4 1.61e+03  -2.8 2.43e-03 1.47e-06f  1
 792r 2.4537473e+06 9.19e+03 2.52e+03  -5.4 2.31e+04  -3.3 1.15e-08 3.24e-04f  1
 793r 2.4537474e+06 9.19e+03 2.52e+03  -5.4 2.15e+03  -2.9 4.81e-03 6.60e-07f  1
 794r 2.4538866e+06 9.18e+03 2.52e+03  -5.4 3.66e+04  -3.3 3.68e-08 9.85e-05f  1
 795r 2.4538868e+06 9.18e+03 2.53e+03  -5.4 2.62e+03  -2.9 3.73e-03 1.25e-06f  1
 796r 2.4542290e+06 9.18e+03 2.51e+03  -5.4 6.57e+04  -3.4 5.69e-05 1.35e-04f  1
 797r 2.4542290e+06 9.18e+03 2.51e+03  -5.4 2.69e+03  -3.0 7.71e-04 1.68e-07f  1
 798r 2.4546141e+06 9.17e+03 2.49e+03  -5.4 3.75e+04  -3.4 1.29e-08 2.67e-04f  1
 799r 2.4548025e+06 9.16e+03 2.49e+03  -5.4 3.18e+03  -3.0 8.98e-04 1.35e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 800r 2.4548025e+06 9.16e+03 2.49e+03  -5.4 8.92e+03  -3.5 5.69e-07 7.98e-09f  1
 801r 2.4548466e+06 9.16e+03 2.49e+03  -5.4 1.06e+05    -  7.89e-06 1.46e-05f  1
 802r 2.4548466e+06 9.16e+03 2.49e+03  -5.4 2.76e+04  -4.0 7.20e-08 1.59e-08f  1
 803r 2.4548725e+06 9.16e+03 2.49e+03  -5.4 1.03e+05  -4.5 1.75e-05 8.45e-06f  1
 804r 2.4548952e+06 9.16e+03 2.49e+03  -5.4 5.87e+05  -4.9 1.53e-06 1.28e-06f  1
 805r 2.4548963e+06 9.16e+03 2.53e+03  -5.4 2.60e+06    -  6.37e-06 1.48e-08f  1
 806r 2.4553722e+06 9.15e+03 2.50e+03  -5.4 2.52e+06    -  7.44e-07 6.47e-06f  1
 807r 2.4553722e+06 9.15e+03 2.50e+03  -5.4 3.02e+04    -  5.15e-05 1.01e-08f  1
 808r 2.4555159e+06 9.15e+03 2.49e+03  -5.4 7.31e+04    -  8.34e-09 6.65e-05f  1
 809r 2.4555170e+06 9.15e+03 2.50e+03  -5.4 6.24e+04    -  1.00e-04 5.81e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 810r 2.4559900e+06 9.14e+03 2.47e+03  -5.4 1.09e+04  -3.6 3.36e-08 1.33e-03f  1
 811r 2.4559900e+06 9.14e+03 2.47e+03  -5.4 1.19e+05    -  2.07e-05 1.40e-09f  1
 812r 2.4560696e+06 9.14e+03 2.47e+03  -5.4 5.12e+04    -  3.38e-07 5.19e-05f  1
 813r 2.4560697e+06 9.14e+03 2.49e+03  -5.4 3.91e+04    -  3.37e-04 1.26e-07f  1
 814r 2.4563403e+06 9.13e+03 2.47e+03  -5.4 3.10e+04  -4.1 6.68e-09 2.77e-04f  1
 815r 2.4563403e+06 9.13e+03 2.53e+03  -5.4 1.02e+05  -4.6 2.21e-04 6.41e-09f  1
 816r 2.4564457e+06 9.13e+03 2.52e+03  -5.4 4.25e+06  -5.0 3.08e-10 8.15e-07f  1
 817r 2.4564458e+06 9.13e+03 2.54e+03  -5.4 1.28e+06    -  8.28e-06 4.37e-09f  1
 818r 2.4566313e+06 9.13e+03 2.54e+03  -5.4 1.27e+06    -  2.98e-06 4.77e-06f  1
 819r 2.4566314e+06 9.13e+03 2.54e+03  -5.4 2.53e+04    -  3.94e-06 5.36e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 820r 2.4567638e+06 9.12e+03 2.53e+03  -5.4 2.48e+04    -  1.27e-04 1.82e-04f  1
 821r 2.4567638e+06 9.12e+03 2.53e+03  -5.4 1.66e+04    -  6.62e-09 9.59e-08f  1
 822r 2.4568541e+06 9.12e+03 2.54e+03  -5.4 1.67e+04    -  2.96e-04 1.90e-04f  1
 823r 2.4569958e+06 9.12e+03 2.53e+03  -5.4 4.34e+04    -  6.35e-09 1.10e-04f  1
 824r 2.4573113e+06 9.11e+03 2.52e+03  -5.4 4.64e+04    -  1.74e-04 2.27e-04f  1
 825r 2.4573113e+06 9.11e+03 2.53e+03  -5.4 1.72e+04    -  2.25e-04 1.04e-08f  1
 826r 2.4573468e+06 9.11e+03 2.52e+03  -5.4 1.58e+04    -  1.10e-07 8.04e-05f  1
