This is Ipopt version 3.14.17, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:    34816
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   101400

Total number of variables............................:     6010
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     1803
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 409r 2.4005904e+06 1.00e+04 3.51e+01  -5.4 1.46e+01  -0.8 2.31e-01 1.92e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410r 2.4006696e+06 1.00e+04 3.72e+01  -5.4 4.27e+01  -1.3 6.75e-02 2.76e-02f  1
 411r 2.4006696e+06 1.00e+04 3.70e+01  -5.4 1.62e+01  -0.8 6.70e-03 5.82e-06f  1
 412r 2.4007564e+06 1.00e+04 3.59e+01  -5.4 4.75e+01  -1.3 1.01e-02 2.05e-02f  1
 413r 2.4009865e+06 1.00e+04 3.10e+01  -5.4 1.82e+01  -0.9 2.32e-01 1.87e-01f  1
 414r 2.4011199e+06 1.00e+04 2.42e+01  -5.4 6.82e+00  -0.5 3.34e-01 2.84e-01f  1
 415r 2.4012263e+06 1.00e+04 2.43e+01  -5.4 2.03e+01  -0.9 1.14e-01 7.64e-02f  1
 416r 2.4013060e+06 1.00e+04 2.45e+01  -5.4 7.63e+00  -0.5 2.87e-01 1.51e-01f  1
 417r 2.4013060e+06 1.00e+04 2.45e+01  -5.4 2.26e+01  -1.0 1.46e-02 7.59e-06f  1
 418r 2.4014777e+06 1.00e+04 1.14e+01  -5.4 8.57e+00  -0.6 1.17e-02 2.91e-01f  1
 419r 2.4015511e+06 1.00e+04 1.10e+01  -5.4 2.53e+01  -1.0 4.49e-02 4.19e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420r 2.4015972e+06 1.00e+04 1.54e+01  -5.4 9.57e+00  -0.6 2.73e-01 6.91e-02f  1
 421r 2.4017890e+06 1.00e+04 1.01e+01  -5.4 2.83e+01  -1.1 2.04e-02 9.73e-02f  1
 422r 2.4018709e+06 1.00e+04 7.14e+00  -5.4 1.07e+01  -0.7 1.49e-02 1.09e-01f  1
 423r 2.4018709e+06 1.00e+04 6.97e+00  -5.4 3.14e+01  -1.1 1.96e-02 1.74e-06f  1
 424r 2.4020105e+06 1.00e+04 1.32e+01  -5.4 1.20e+01  -0.7 4.11e-01 1.66e-01f  1
 425r 2.4020106e+06 1.00e+04 1.32e+01  -5.4 3.77e+01  -1.2 9.26e-06 1.84e-05f  1
 426r 2.4020434e+06 1.00e+04 1.28e+01  -5.4 1.44e+01  -0.8 4.28e-02 3.40e-02f  1
 427r 2.4021704e+06 1.00e+04 1.15e+01  -5.4 4.24e+01  -1.2 1.18e-02 4.42e-02f  1
 428r 2.4022066e+06 1.00e+04 2.43e+01  -5.4 1.60e+01  -0.8 2.16e-01 3.35e-02f  1
 429r 2.4023370e+06 1.00e+04 2.28e+01  -5.4 4.76e+01  -1.3 3.15e-02 4.04e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430r 2.4024724e+06 1.00e+04 3.15e+01  -5.4 1.80e+01  -0.9 2.80e-01 1.11e-01f  1
 431r 2.4024724e+06 1.00e+04 3.23e+01  -5.4 6.70e+00  -0.4 1.94e-02 8.45e-06f  1
 432r 2.4025583e+06 1.00e+04 2.82e+01  -5.4 2.01e+01  -0.9 1.46e-02 6.33e-02f  1
 433r 2.4028023e+06 1.00e+04 1.16e+01  -5.4 7.55e+00  -0.5 1.46e-01 4.72e-01f  1
 434r 2.4028516e+06 1.00e+04 1.14e+01  -5.4 2.24e+01  -1.0 5.52e-02 3.20e-02f  1
 435r 2.4029617e+06 1.00e+04 2.81e+01  -5.4 8.43e+00  -0.5 9.12e-01 1.89e-01f  1
 436r 2.4030895e+06 1.00e+04 2.44e+01  -5.4 2.51e+01  -1.0 2.75e-01 7.36e-02f  1
 437r 2.4030895e+06 1.00e+04 2.37e+01  -5.4 9.39e+00  -0.6 1.64e-02 1.37e-05f  1
 438r 2.4032049e+06 1.00e+04 2.29e+01  -5.4 2.81e+01  -1.1 8.37e-02 5.96e-02f  1
 439r 2.4034455e+06 1.00e+04 1.60e+01  -5.4 1.06e+01  -0.6 1.16e-01 3.25e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440r 2.4035647e+06 1.00e+04 1.75e+01  -5.4 3.13e+01  -1.1 1.28e-01 5.45e-02f  1
 441r 2.4036167e+06 1.00e+04 1.87e+01  -5.4 1.18e+01  -0.7 3.71e-01 6.24e-02f  1
 442r 2.4037249e+06 1.00e+04 2.03e+01  -5.4 3.51e+01  -1.2 8.63e-02 4.39e-02f  1
 443r 2.4037250e+06 1.00e+04 2.04e+01  -5.4 1.31e+01  -0.8 2.04e-02 1.38e-05f  1
 444r 2.4037962e+06 1.00e+04 1.82e+01  -5.4 3.93e+01  -1.2 1.40e-05 2.58e-02f  1
 445r 2.4042458e+06 1.00e+04 1.26e+01  -5.4 1.48e+01  -0.8 4.16e-02 4.26e-01f  1
 446r 2.4042992e+06 1.00e+04 1.16e+01  -5.4 4.35e+01  -1.3 8.58e-02 1.68e-02f  1
 447r 2.4043864e+06 1.00e+04 2.01e+01  -5.4 1.64e+01  -0.9 4.79e-01 7.31e-02f  1
 448r 2.4043864e+06 1.00e+04 1.99e+01  -5.4 6.12e+00  -0.4 1.69e-02 1.91e-05f  1
 449r 2.4044689e+06 1.00e+04 1.81e+01  -5.4 1.84e+01  -0.9 5.02e-03 4.88e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450r 2.4044714e+06 1.00e+04 1.33e+01  -5.4 6.91e+00  -0.5 8.70e-01 4.96e-03f  1
 451r 2.4045519e+06 1.00e+04 1.28e+01  -5.4 2.08e+01  -1.0 4.06e-03 4.64e-02f  1
 452r 2.4045628e+06 1.00e+04 1.43e+01  -5.4 7.83e+00  -0.5 1.66e-01 1.92e-02f  1
 453r 2.4046947e+06 1.00e+04 1.41e+01  -5.4 2.33e+01  -1.0 2.76e-02 7.83e-02f  1
 454r 2.4047594e+06 1.00e+04 1.26e+01  -5.4 8.72e+00  -0.6 1.71e-01 1.01e-01f  1
 455r 2.4048457e+06 1.00e+04 1.40e+01  -5.4 2.60e+01  -1.1 1.76e-01 4.55e-02f  1
 456r 2.4049332e+06 1.00e+04 1.30e+01  -5.4 9.78e+00  -0.6 2.62e-01 1.22e-01f  1
 457r 2.4050681e+06 1.00e+04 1.56e+01  -5.4 2.91e+01  -1.1 1.46e-01 6.33e-02f  1
 458r 2.4052008e+06 1.00e+04 1.32e+01  -5.4 1.09e+01  -0.7 1.97e-01 1.64e-01f  1
 459r 2.4052009e+06 1.00e+04 1.41e+01  -5.4 3.24e+01  -1.2 1.79e-02 1.03e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460r 2.4054570e+06 1.00e+04 8.32e+00  -5.4 1.23e+01  -0.7 8.16e-02 2.82e-01f  1
 461r 2.4054803e+06 1.00e+04 1.09e+01  -5.4 3.63e+01  -1.2 5.40e-02 8.64e-03f  1
 462r 2.4056047e+06 1.00e+04 1.10e+01  -5.4 1.37e+01  -0.8 2.16e-01 1.21e-01f  1
 463r 2.4057143e+06 1.00e+04 1.11e+01  -5.4 4.07e+01  -1.3 4.41e-02 3.60e-02f  1
 464r 2.4057577e+06 1.00e+04 2.11e+01  -5.4 1.53e+01  -0.8 5.12e-01 3.76e-02f  1
 465r 2.4058589e+06 1.00e+04 1.89e+01  -5.4 5.75e+00  -0.4 4.66e-02 2.32e-01f  1
 466r 2.4059050e+06 1.00e+04 1.96e+01  -5.4 1.72e+01  -0.9 9.06e-02 3.55e-02f  1
 467r 2.4059283e+06 1.00e+04 1.90e+01  -5.4 6.42e+00  -0.5 2.15e-02 3.80e-02f  1
 468r 2.4062351e+06 1.00e+04 1.05e+01  -5.4 1.93e+01  -0.9 6.30e-02 2.11e-01f  1
 469r 2.4065981e+06 1.00e+04 1.33e+01  -5.4 7.20e+00  -0.5 7.71e-02 6.57e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470r 2.4066597e+06 1.00e+04 1.44e+01  -5.4 2.13e+01  -1.0 2.56e-01 3.74e-02f  1
 471r 2.4066597e+06 1.00e+04 1.45e+01  -5.4 7.98e+00  -0.6 2.54e-02 2.30e-05f  1
 472r 2.4071900e+06 1.00e+04 6.34e+00  -5.4 2.40e+01  -1.0 1.51e-01 2.87e-01f  1
 473r 2.4074160e+06 1.00e+04 5.89e+00  -5.4 8.88e+00  -0.6 2.56e-01 3.20e-01f  1
 474r 2.4074160e+06 1.00e+04 5.18e+00  -5.4 2.63e+01  -1.1 3.33e-02 1.70e-06f  1
 475r 2.4074650e+06 1.00e+04 5.38e+00  -5.4 9.95e+00  -0.7 3.84e-02 6.23e-02f  1
 476r 2.4075465e+06 1.00e+04 5.88e+00  -5.4 2.97e+01  -1.1 2.15e-02 3.46e-02f  1
 477r 2.4075737e+06 1.00e+04 4.81e+00  -5.4 1.12e+01  -0.7 1.52e-01 3.06e-02f  1
 478r 2.4076990e+06 1.00e+04 4.28e+00  -5.4 3.33e+01  -1.2 4.45e-02 4.78e-02f  1
 479r 2.4080162e+06 1.00e+04 6.35e+00  -5.4 1.25e+01  -0.8 1.31e-01 3.18e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480r 2.4081970e+06 1.00e+04 6.28e+00  -5.4 3.70e+01  -1.2 1.39e-01 6.14e-02f  1
 481r 2.4081970e+06 1.00e+04 7.25e+00  -5.4 1.39e+01  -0.8 3.13e-02 3.85e-06f  1
 482r 2.4083483e+06 1.00e+04 5.91e+00  -5.4 5.21e+00  -0.4 6.46e-01 3.58e-01f  1
 483r 2.4086241e+06 1.00e+04 2.85e+00  -5.4 1.56e+01  -0.9 5.81e-02 2.11e-01f  1
 484r 2.4088427e+06 1.00e+04 5.79e+00  -5.4 5.82e+00  -0.4 1.52e-01 4.54e-01f  1
 485r 2.4090589e+06 1.00e+04 1.09e+01  -5.4 1.74e+01  -0.9 4.87e-02 1.51e-01f  1
 486r 2.4090589e+06 1.00e+04 1.03e+01  -5.4 6.52e+00  -0.5 5.79e-02 3.30e-06f  1
 487r 2.4092856e+06 1.00e+04 1.75e+01  -5.4 1.95e+01  -1.0 8.61e-04 1.41e-01f  1
 488r 2.4095293e+06 1.00e+04 1.24e+01  -5.4 7.32e+00  -0.5 2.95e-01 4.00e-01f  1
 489r 2.4098122e+06 1.00e+04 1.62e+01  -5.4 2.20e+01  -1.0 7.61e-02 1.56e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 490r 2.4099046e+06 1.00e+04 9.66e+00  -5.4 8.18e+00  -0.6 2.83e-01 1.35e-01f  1
 491r 2.4099046e+06 1.00e+04 8.40e+00  -5.4 2.44e+01  -1.1 2.63e-02 6.99e-06f  1
 492r 2.4100136e+06 1.00e+04 1.08e+01  -5.4 9.23e+00  -0.6 4.09e-02 1.42e-01f  1
 493r 2.4104145e+06 1.00e+04 1.84e+01  -5.4 2.75e+01  -1.1 4.66e-02 1.74e-01f  1
 494r 2.4107483e+06 1.00e+04 7.93e+00  -5.4 1.03e+01  -0.7 4.67e-01 3.82e-01f  1
 495r 2.4107894e+06 1.00e+04 1.59e+01  -5.4 3.04e+01  -1.2 2.18e-01 1.59e-02f  1
 496r 2.4108380e+06 1.00e+04 1.51e+01  -5.4 1.14e+01  -0.8 2.78e-02 4.03e-02f  1
 497r 2.4108613e+06 1.00e+04 1.08e+01  -5.4 4.27e+00  -0.3 6.17e-01 6.30e-02f  1
 498r 2.4109940e+06 1.00e+04 7.32e+00  -5.4 1.29e+01  -0.8 2.82e-02 1.13e-01f  1
 499r 2.4112579e+06 1.00e+04 2.78e+00  -5.4 4.81e+00  -0.4 6.93e-01 6.31e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 500r 2.4112579e+06 1.00e+04 1.10e+01  -5.4 1.57e+01  -0.9 7.83e-02 5.60e-06f  1
 501r 2.4116444e+06 1.00e+04 1.88e+01  -5.4 5.70e+00  -0.4 6.33e-01 8.33e-01f  1
 502r 2.4117659e+06 1.00e+04 1.71e+01  -5.4 1.75e+01  -0.9 8.95e-02 8.79e-02f  1
 503r 2.4117944e+06 1.00e+04 8.60e+00  -5.4 6.46e+00  -0.5 5.23e-01 5.44e-02f  1
 504r 2.4118881e+06 1.00e+04 7.16e+00  -5.4 1.96e+01  -1.0 2.56e-02 4.92e-02f  1
 505r 2.4122440e+06 1.00e+04 6.91e+00  -5.4 7.26e+00  -0.5 8.19e-01 6.05e-01f  1
 506r 2.4123563e+06 1.00e+04 1.15e+01  -5.4 2.21e+01  -1.0 1.72e-01 6.37e-02f  1
 507r 2.4125717e+06 1.00e+04 8.92e+00  -5.4 8.17e+00  -0.6 4.55e-01 3.24e-01f  1
 508r 2.4127427e+06 1.00e+04 2.81e+01  -5.4 2.50e+01  -1.1 4.14e-01 8.66e-02f  1
 509r 2.4128133e+06 1.00e+04 2.20e+01  -5.4 9.20e+00  -0.6 1.00e+00 9.46e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 510r 2.4128349e+06 1.00e+04 2.92e+01  -5.4 2.82e+01  -1.1 1.38e-01 9.78e-03f  1
 511r 2.4128897e+06 1.00e+04 2.77e+01  -5.4 1.03e+01  -0.7 2.81e-02 5.36e-02f  1
 512r 2.4130666e+06 1.00e+04 2.16e+01  -5.4 3.18e+01  -1.2 5.99e-03 7.14e-02f  1
 513r 2.4131882e+06 1.00e+04 2.33e+01  -5.4 1.17e+01  -0.7 5.84e-01 1.29e-01f  1
 514r 2.4133106e+06 1.00e+04 8.01e+00  -5.4 4.34e+00  -0.3 8.63e-01 3.44e-01f  1
 515r 2.4133106e+06 1.00e+04 1.53e+01  -5.4 1.12e+01  -0.8 5.48e-02 5.38e-06f  1
 516r 2.4134393e+06 1.00e+04 9.31e+01  -5.4 4.22e+00  -0.4 7.88e-01 3.30e-01f  1
 517r 2.4137159e+06 1.00e+04 6.70e+01  -5.4 1.28e+01  -0.8 1.47e-01 2.39e-01f  1
 518r 2.4138159e+06 1.00e+04 4.63e+01  -5.4 4.76e+00  -0.4 7.07e-02 2.29e-01f  1
 519r 2.4138604e+06 1.00e+04 5.73e+01  -5.4 1.45e+01  -0.9 3.06e-01 3.42e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 520r 2.4138912e+06 1.00e+04 5.42e+01  -5.4 5.26e+00  -0.5 2.91e-02 5.12e-02f  1
 521r 2.4144499e+06 1.00e+04 2.58e+01  -5.4 1.62e+01  -0.9 3.41e-02 3.81e-01f  1
 522r 2.4146515e+06 1.00e+04 1.73e+01  -5.4 5.98e+00  -0.5 5.03e-01 3.62e-01f  1
 523r 2.4147860e+06 1.00e+04 1.59e+01  -5.4 1.82e+01  -1.0 5.96e-02 8.13e-02f  1
 524r 2.4148944e+06 1.00e+04 1.43e+01  -5.4 6.73e+00  -0.6 3.47e-01 1.73e-01f  1
 525r 2.4148944e+06 1.00e+04 1.47e+01  -5.4 2.04e+01  -1.0 2.07e-02 1.19e-05f  1
 526r 2.4149494e+06 1.00e+04 1.35e+01  -5.4 7.56e+00  -0.6 1.16e-02 6.45e-02f  1
 527r 2.4156055e+06 1.00e+04 1.38e+01  -5.4 2.31e+01  -1.1 9.12e-02 3.13e-01f  1
 528r 2.4158367e+06 1.00e+04 5.13e+00  -5.4 8.52e+00  -0.7 4.53e-01 2.91e-01f  1
 529r 2.4159349e+06 1.00e+04 5.40e+00  -5.4 2.85e+01  -1.1 7.45e-02 4.20e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 530r 2.4159899e+06 1.00e+04 5.24e+01  -5.4 1.06e+01  -0.7 6.67e-01 6.19e-02f  1
 531r 2.4160105e+06 1.00e+04 4.94e+01  -5.4 3.97e+00  -0.3 3.33e-02 5.09e-02f  1
 532r 2.4166937e+06 1.00e+04 1.10e+01  -5.4 1.20e+01  -0.8 1.70e-01 6.83e-01f  1
 533r 2.4170732e+06 1.00e+04 1.24e+01  -5.4 4.41e+00  -0.3 3.53e-01 1.00e+00f  1
 534r 2.4170985e+06 1.00e+04 1.73e+01  -5.4 1.32e+01  -0.8 4.84e-01 2.24e-02f  1
 535r 2.4171296e+06 1.00e+04 1.74e+01  -5.4 4.95e+00  -0.4 3.47e-02 6.07e-02f  1
 536r 2.4173305e+06 1.00e+04 1.43e+01  -5.4 1.49e+01  -0.9 1.45e-01 1.58e-01f  1
 537r 2.4176470e+06 1.00e+04 4.60e+00  -5.4 5.57e+00  -0.4 2.98e-01 6.58e-01f  1
 538r 2.4176745e+06 1.00e+04 1.26e+01  -5.4 1.66e+01  -0.9 2.25e-01 1.92e-02f  1
 539r 2.4180428e+06 1.00e+04 3.80e+00  -5.4 6.23e+00  -0.5 5.68e-01 6.81e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 540r 2.4182733e+06 1.00e+04 4.38e+00  -5.4 1.85e+01  -1.0 1.68e-01 1.43e-01f  1
 541r 2.4182733e+06 1.00e+04 4.82e+00  -5.4 6.92e+00  -0.5 4.85e-02 6.18e-06f  1
 542r 2.4183274e+06 1.00e+04 3.28e+01  -5.4 2.07e+01  -1.0 4.92e-01 2.98e-02f  1
 543r 2.4183981e+06 1.00e+04 2.91e+01  -5.4 7.78e+00  -0.6 7.77e-02 1.02e-01f  1
 544r 2.4185702e+06 1.00e+04 2.88e+01  -5.4 2.32e+01  -1.1 1.17e-01 8.45e-02f  1
 545r 2.4188005e+06 1.00e+04 2.36e+01  -5.4 8.72e+00  -0.6 5.04e-01 2.98e-01f  1
 546r 2.4190191e+06 1.00e+04 2.29e+01  -5.4 2.60e+01  -1.1 1.21e-01 9.49e-02f  1
 547r 2.4194617e+06 1.00e+04 8.69e+00  -5.4 9.74e+00  -0.7 2.93e-01 5.08e-01f  1
 548r 2.4194618e+06 1.00e+04 9.08e+00  -5.4 2.88e+01  -1.2 4.34e-03 3.01e-06f  1
 549r 2.4195299e+06 1.00e+04 7.95e+00  -5.4 1.08e+01  -0.8 3.37e-02 5.83e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 550r 2.4197903e+06 1.00e+04 4.13e+00  -5.4 4.07e+00  -0.3 1.00e+00 7.05e-01f  1
 551r 2.4200280e+06 1.00e+04 3.28e+00  -5.4 1.22e+01  -0.8 2.01e-01 2.13e-01f  1
 552r 2.4202605e+06 1.00e+04 2.85e+00  -5.4 4.55e+00  -0.4 2.46e-01 5.59e-01f  1
 553r 2.4203149e+06 1.00e+04 8.12e+00  -5.4 1.36e+01  -0.9 2.59e-01 4.38e-02f  1
 554r 2.4206622e+06 1.00e+04 4.30e+00  -5.4 5.10e+00  -0.4 1.00e+00 7.40e-01f  1
 555r 2.4207846e+06 1.00e+04 1.04e+01  -5.4 1.52e+01  -0.9 2.19e-01 8.75e-02f  1
 556r 2.4207846e+06 1.00e+04 1.08e+01  -5.4 5.67e+00  -0.5 3.95e-02 3.38e-05f  1
 557r 2.4213200e+06 1.00e+04 2.01e+01  -5.4 1.70e+01  -1.0 5.99e-01 3.40e-01f  1
 558r 2.4216734e+06 1.00e+04 8.39e+00  -5.4 6.33e+00  -0.5 3.70e-01 5.91e-01f  1
 559r 2.4220378e+06 1.00e+04 8.63e+00  -5.4 1.89e+01  -1.0 2.37e-01 2.05e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 560r 2.4220811e+06 1.00e+04 1.66e+01  -5.4 7.04e+00  -0.6 6.50e-01 6.45e-02f  1
 561r 2.4222183e+06 1.00e+04 1.45e+01  -5.4 2.10e+01  -1.1 3.99e-02 5.79e-02f  1
 562r 2.4228595e+06 1.00e+04 2.95e+00  -5.4 7.90e+00  -0.6 9.03e-01 8.46e-01f  1
 563r 2.4228736e+06 1.00e+04 1.55e+01  -5.4 2.34e+01  -1.1 1.48e-01 6.21e-03f  1
 564r 2.4231357e+06 1.00e+04 1.29e+01  -5.4 8.79e+00  -0.7 4.36e-01 3.06e-01f  1
 565r 2.4232471e+06 1.00e+04 8.97e+00  -5.4 3.27e+00  -0.3 2.25e-01 3.46e-01f  1
 566r 2.4232583e+06 1.00e+04 1.37e+01  -5.4 9.84e+00  -0.7 1.78e-01 1.16e-02f  1
 567r 2.4233679e+06 1.00e+04 8.60e+00  -5.4 3.69e+00  -0.3 1.00e+00 3.03e-01f  1
 568r 2.4235756e+06 1.00e+04 7.42e+00  -5.4 1.11e+01  -0.8 2.06e-01 1.92e-01f  1
 569r 2.4235756e+06 1.00e+04 7.84e+00  -5.4 4.14e+00  -0.4 4.74e-02 1.90e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 570r 2.4237019e+06 1.00e+04 3.49e+00  -5.4 1.24e+01  -0.8 8.84e-03 1.04e-01f  1
 571r 2.4238082e+06 1.00e+04 2.69e+00  -5.4 4.66e+00  -0.4 2.22e-01 2.31e-01f  1
 572r 2.4238478e+06 1.00e+04 2.59e+00  -5.4 1.41e+01  -0.9 3.11e-02 2.90e-02f  1
 573r 2.4238478e+06 1.00e+04 2.81e+01  -5.4 5.04e+00  -0.5 2.81e-01 4.11e-06f  1
 574r 2.4238545e+06 1.00e+04 4.76e+01  -5.4 1.53e+01  -0.9 2.18e-01 4.36e-03f  1
 575r 2.4241927e+06 1.00e+04 1.33e+02  -5.4 6.06e+00  -0.5 3.57e-02 5.96e-01f  1
 576r 2.4242621e+06 1.00e+04 8.01e+01  -5.4 1.80e+01  -1.0 2.37e-01 4.10e-02f  1
 577r 2.4244466e+06 1.00e+04 2.46e+01  -5.4 6.79e+00  -0.6 5.70e-01 2.86e-01f  1
 578r 2.4248835e+06 1.00e+04 3.30e+01  -5.4 2.00e+01  -1.0 1.96e-02 2.28e-01f  1
 579r 2.4248942e+06 1.00e+04 1.72e+01  -5.4 7.53e+00  -0.6 4.36e-01 1.46e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 580r 2.4249633e+06 1.00e+04 1.70e+01  -5.4 2.27e+01  -1.1 6.00e-02 3.20e-02f  1
 581r 2.4250003e+06 1.00e+04 1.71e+01  -5.4 8.48e+00  -0.7 1.14e-01 4.54e-02f  1
 582r 2.4250086e+06 1.00e+04 1.99e+01  -5.4 2.54e+01  -1.1 4.40e-02 2.88e-03f  1
 583r 2.4253453e+06 1.00e+04 1.19e+01  -5.4 9.54e+00  -0.7 4.64e-02 3.68e-01f  1
 584r 2.4253737e+06 1.00e+04 9.20e+00  -5.4 3.55e+00  -0.3 5.01e-01 8.18e-02f  1
 585r 2.4254614e+06 1.00e+04 8.42e+00  -5.4 1.07e+01  -0.8 5.12e-02 8.47e-02f  1
 586r 2.4256659e+06 1.00e+04 6.20e+00  -5.4 3.99e+00  -0.3 1.00e+00 5.25e-01f  1
 587r 2.4258627e+06 1.00e+04 8.67e+00  -5.4 1.20e+01  -0.8 2.50e-01 1.69e-01f  1
 588r 2.4262473e+06 1.00e+04 3.21e+00  -5.4 3.60e+01  -1.3 7.98e-02 1.12e-01f  1
 589r 2.4263382e+06 1.00e+04 2.07e+01  -5.4 1.34e+01  -0.9 4.16e-01 6.94e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 590r 2.4264030e+06 1.00e+04 3.53e+01  -5.4 4.04e+01  -1.3 1.13e-01 1.66e-02f  1
 591r 2.4264948e+06 1.00e+04 5.80e+01  -5.4 1.51e+01  -0.9 1.00e+00 6.24e-02f  1
 592r 2.4265370e+06 1.00e+04 5.51e+01  -5.4 5.60e+00  -0.5 4.23e-02 6.51e-02f  1
 593r 2.4266197e+06 1.00e+04 5.21e+01  -5.4 1.69e+01  -1.0 7.43e-03 4.27e-02f  1
 594r 2.4268263e+06 1.00e+04 2.88e+01  -5.4 6.32e+00  -0.5 5.38e-01 3.29e-01f  1
 595r 2.4268312e+06 1.00e+04 3.39e+01  -5.4 1.90e+01  -1.0 1.00e-01 2.62e-03f  1
 596r 2.4271017e+06 1.00e+04 2.25e+01  -5.4 7.10e+00  -0.6 1.29e-01 3.84e-01f  1
 597r 2.4271074e+06 1.00e+04 3.05e+01  -5.4 2.13e+01  -1.1 1.17e-01 2.71e-03f  1
 598r 2.4274905e+06 1.00e+04 1.65e+01  -5.4 7.96e+00  -0.7 1.00e+00 4.83e-01f  1
 599r 2.4275342e+06 1.00e+04 4.38e+01  -5.4 2.39e+01  -1.1 3.27e-01 1.85e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 600r 2.4280208e+06 1.00e+04 2.36e+01  -5.4 8.92e+00  -0.7 3.44e-02 5.48e-01f  1
 601r 2.4281911e+06 1.00e+04 1.13e+02  -5.4 2.67e+01  -1.2 1.00e+00 6.42e-02f  1
 602r 2.4281912e+06 1.00e+04 1.09e+02  -5.4 9.92e+00  -0.8 5.52e-02 1.30e-04f  1
 603r 2.4285801e+06 1.00e+04 9.17e+01  -5.4 3.00e+01  -1.2 2.30e-05 1.30e-01f  1
 604r 2.4286114e+06 1.00e+04 8.66e+01  -5.4 1.11e+01  -0.8 8.31e-02 2.77e-02f  1
 605r 2.4286659e+06 1.00e+04 6.67e+01  -5.4 4.15e+00  -0.4 2.45e-01 1.28e-01f  1
 606r 2.4295852e+06 1.00e+04 2.61e+01  -5.4 1.25e+01  -0.9 1.45e-01 7.21e-01f  1
 607r 2.4298543e+06 1.00e+04 8.46e+00  -5.4 4.60e+00  -0.4 7.85e-01 5.58e-01f  1
 608r 2.4298543e+06 1.00e+04 1.20e+01  -5.4 1.39e+01  -0.9 5.91e-02 6.55e-06f  1
 609r 2.4303958e+06 1.00e+04 1.72e+00  -5.4 5.19e+00  -0.5 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 610r 2.4305557e+06 1.00e+04 1.44e+01  -5.4 1.56e+01  -1.0 2.82e-01 9.65e-02f  1
 611r 2.4308844e+06 1.00e+04 7.77e+00  -5.4 5.81e+00  -0.5 6.26e-01 5.37e-01f  1
 612r 2.4309750e+06 1.00e+04 1.15e+01  -5.4 1.74e+01  -1.0 1.02e-01 4.96e-02f  1
 613r 2.4310812e+06 1.00e+04 2.57e+01  -5.4 6.51e+00  -0.6 1.00e+00 1.54e-01f  1
 614r 2.4313316e+06 1.00e+04 7.60e+01  -5.4 1.96e+01  -1.1 8.56e-01 1.22e-01f  1
 615r 2.4316040e+06 1.00e+04 5.93e+01  -5.4 7.30e+00  -0.6 1.15e-01 3.52e-01f  1
