This is Ipopt version 3.14.17, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:    34816
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   101400

Total number of variables............................:     6010
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     1803
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 201r 2.0771794e+06 1.00e+04 8.51e+03  -5.4 2.14e+03  -1.8 7.86e-02 2.46e-02f  1
 202r 2.0771844e+06 1.00e+04 8.84e+03  -5.4 8.58e+02  -1.4 4.94e-02 1.62e-05f  1
 203r 2.1357720e+06 1.00e+04 5.97e+03  -5.4 2.37e+03  -1.8 5.82e-06 6.87e-02f  1
 204r 2.2093956e+06 1.00e+04 4.72e+03  -5.4 9.52e+02  -1.4 2.18e-01 2.15e-01f  1
 205r 2.2190346e+06 1.00e+04 7.42e+03  -5.4 2.58e+03  -1.9 7.81e-02 1.04e-02f  1
 206r 2.2190400e+06 1.00e+04 7.72e+03  -5.4 1.05e+03  -1.5 2.60e-02 1.45e-05f  1
 207r 2.2527294e+06 1.00e+04 7.31e+03  -5.4 2.85e+03  -1.9 2.93e-02 3.29e-02f  1
 208r 2.3490122e+06 1.00e+04 2.56e+03  -5.4 1.17e+03  -1.5 5.49e-05 2.29e-01f  1
 209r 2.3623765e+06 1.00e+04 4.66e+03  -5.4 4.49e+02  -1.1 5.02e-01 8.27e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210r 2.3849485e+06 1.00e+04 9.38e+03  -5.4 1.28e+03  -1.6 3.22e-01 4.88e-02f  1
 211r 2.3849486e+06 1.00e+04 9.03e+03  -5.4 5.01e+02  -1.1 6.48e-01 5.32e-07f  1
 212r 2.3850538e+06 1.00e+04 1.08e+04  -5.4 1.41e+02  -1.6 1.63e-03 2.27e-02f  1
 213r 2.3850538e+06 1.00e+04 8.60e+03  -5.4 5.32e+01  -1.2 2.34e-02 4.82e-07f  1
 214r 2.3851526e+06 1.00e+04 1.02e+04  -5.4 1.58e+02  -1.7 2.00e-05 1.95e-02f  1
 215r 2.3851527e+06 1.00e+04 7.28e+03  -5.4 6.04e+01  -1.2 3.22e-02 1.05e-05f  1
 216r 2.3851614e+06 1.00e+04 7.40e+03  -5.4 1.76e+02  -1.7 3.11e-06 1.50e-03f  1
 217r 2.3851615e+06 1.00e+04 6.66e+03  -5.4 6.63e+01  -1.3 8.48e-03 2.06e-05f  1
 218r 2.3851973e+06 1.00e+04 7.13e+03  -5.4 1.98e+02  -1.8 4.49e-05 5.92e-03f  1
 219r 2.3852428e+06 1.00e+04 6.28e+03  -5.4 7.50e+01  -1.3 2.60e-02 1.76e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220r 2.3852640e+06 1.00e+04 5.36e+03  -5.4 2.22e+02  -1.8 1.38e-02 3.03e-03f  1
 221r 2.3852712e+06 1.00e+04 5.26e+03  -5.4 8.38e+01  -1.4 3.50e-03 2.46e-03f  1
 222r 2.3854103e+06 1.00e+04 5.60e+03  -5.4 2.46e+02  -1.9 7.29e-03 1.21e-02f  1
 223r 2.3854717e+06 1.00e+04 7.07e+03  -5.4 9.34e+01  -1.4 1.23e-06 1.93e-02f  1
 224r 2.3855207e+06 1.00e+04 6.94e+03  -5.4 2.77e+02  -1.9 7.05e-03 5.87e-03f  1
 225r 2.3855207e+06 1.00e+04 6.64e+03  -5.4 1.03e+02  -1.5 3.60e-03 7.97e-07f  1
 226r 2.3855430e+06 1.00e+04 7.20e+03  -5.4 3.93e+01  -1.1 3.66e-03 1.14e-02f  1
 227r 2.3855973e+06 1.00e+04 7.70e+03  -5.4 1.16e+02  -1.5 2.48e-03 9.54e-03f  1
 228r 2.3856630e+06 1.00e+04 9.93e+03  -5.4 4.44e+01  -1.1 1.06e-02 4.21e-02f  1
 229r 2.3857177e+06 1.00e+04 9.67e+03  -5.4 1.30e+02  -1.6 1.39e-02 1.21e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230r 2.3857177e+06 1.00e+04 9.34e+03  -5.4 4.91e+01  -1.2 4.20e-03 1.01e-06f  1
 231r 2.3858343e+06 1.00e+04 1.00e+04  -5.4 1.44e+02  -1.6 5.10e-03 1.60e-02f  1
 232r 2.3859615e+06 1.00e+04 1.44e+04  -5.4 5.53e+01  -1.2 9.13e-05 6.31e-02f  1
 233r 2.3859615e+06 1.00e+04 1.39e+04  -5.4 1.60e+02  -1.7 6.37e-03 3.83e-07f  1
 234r 2.3860120e+06 1.00e+04 1.45e+04  -5.4 6.09e+01  -1.3 4.53e-03 1.58e-02f  1
 235r 2.3861291e+06 1.00e+04 1.57e+04  -5.4 1.80e+02  -1.8 8.64e-06 1.91e-02f  1
 236r 2.3861291e+06 1.00e+04 1.45e+04  -5.4 6.80e+01  -1.3 1.59e-02 5.36e-07f  1
 237r 2.3862518e+06 1.00e+04 1.56e+04  -5.4 2.01e+02  -1.8 1.38e-06 1.78e-02f  1
 238r 2.3862518e+06 1.00e+04 1.46e+04  -5.4 7.57e+01  -1.4 1.23e-02 5.11e-07f  1
 239r 2.3863057e+06 1.00e+04 1.66e+04  -5.4 2.91e+01  -1.0 2.03e-03 3.43e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240r 2.3863446e+06 1.00e+04 1.53e+04  -5.4 8.52e+01  -1.4 2.69e-02 1.25e-02f  1
 241r 2.3863446e+06 1.00e+04 1.34e+04  -5.4 3.36e+01  -1.0 2.52e-02 6.45e-06f  1
 242r 2.3864407e+06 1.00e+04 1.42e+04  -5.4 9.67e+01  -1.5 1.13e-02 2.63e-02f  1
 243r 2.3864407e+06 1.00e+04 1.35e+04  -5.4 3.72e+01  -1.1 9.91e-03 1.33e-06f  1
 244r 2.3865668e+06 1.00e+04 1.46e+04  -5.4 1.07e+02  -1.5 4.27e-04 2.16e-02f  1
 245r 2.3867135e+06 1.00e+04 1.95e+04  -5.4 4.18e+01  -1.1 2.35e-03 9.02e-02f  1
 246r 2.3867135e+06 1.00e+04 1.85e+04  -5.4 1.17e+02  -1.6 1.31e-02 4.32e-07f  1
 247r 2.3868608e+06 1.00e+04 2.26e+04  -5.4 4.55e+01  -1.2 2.54e-05 8.14e-02f  1
 248r 2.3868608e+06 1.00e+04 2.17e+04  -5.4 1.30e+02  -1.6 1.30e-02 4.07e-07f  1
 249r 2.3870118e+06 1.00e+04 2.52e+04  -5.4 5.07e+01  -1.2 9.06e-06 7.41e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250r 2.3870118e+06 1.00e+04 2.44e+04  -5.4 1.44e+02  -1.7 1.10e-02 3.91e-07f  1
 251r 2.3870806e+06 1.00e+04 2.52e+04  -5.4 5.60e+01  -1.3 1.31e-03 2.13e-02f  1
 252r 2.3871881e+06 1.00e+04 2.33e+04  -5.4 1.62e+02  -1.7 3.90e-02 1.73e-02f  1
 253r 2.3872229e+06 1.00e+04 2.15e+04  -5.4 6.29e+01  -1.3 3.68e-02 1.33e-02f  1
 254r 2.3872229e+06 1.00e+04 2.10e+04  -5.4 2.47e+01  -0.9 9.09e-03 4.47e-06f  1
 255r 2.3873795e+06 1.00e+04 2.32e+04  -5.4 7.01e+01  -1.4 6.00e-06 5.43e-02f  1
 256r 2.3873795e+06 1.00e+04 2.15e+04  -5.4 2.77e+01  -0.9 2.76e-02 9.56e-07f  1
 257r 2.3875422e+06 1.00e+04 2.34e+04  -5.4 7.79e+01  -1.4 2.51e-06 4.98e-02f  1
 258r 2.3875422e+06 1.00e+04 2.19e+04  -5.4 3.09e+01  -1.0 2.45e-02 8.93e-07f  1
 259r 2.3876657e+06 1.00e+04 2.27e+04  -5.4 8.58e+01  -1.5 6.59e-04 2.37e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r 2.3878360e+06 1.00e+04 2.43e+04  -5.4 3.46e+01  -1.0 4.53e-02 1.18e-01f  1
 261r 2.3878360e+06 1.00e+04 2.37e+04  -5.4 9.54e+01  -1.5 1.07e-02 5.73e-07f  1
 262r 2.3878819e+06 1.00e+04 2.42e+04  -5.4 3.83e+01  -1.1 1.18e-03 2.02e-02f  1
 263r 2.3880490e+06 1.00e+04 2.39e+04  -5.4 1.09e+02  -1.6 2.73e-02 3.62e-02f  1
 264r 2.3880491e+06 1.00e+04 2.29e+04  -5.4 4.41e+01  -1.1 1.72e-02 9.66e-07f  1
 265r 2.3882232e+06 1.00e+04 2.39e+04  -5.4 1.21e+02  -1.6 3.16e-06 3.34e-02f  1
 266r 2.3882232e+06 1.00e+04 2.31e+04  -5.4 4.93e+01  -1.2 1.65e-02 6.96e-07f  1
 267r 2.3882902e+06 1.00e+04 2.31e+04  -5.4 1.33e+02  -1.7 2.60e-03 7.73e-03f  1
 268r 2.3882902e+06 1.00e+04 2.29e+04  -5.4 5.61e+01  -1.2 5.19e-03 1.64e-07f  1
 269r 2.3883149e+06 1.00e+04 2.37e+04  -5.4 2.52e+01  -0.8 3.54e-05 2.89e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r 2.3883223e+06 1.00e+04 2.28e+04  -5.4 7.45e+01  -1.3 1.94e-02 3.17e-03f  1
 271r 2.3884733e+06 1.00e+04 2.56e+04  -5.4 2.84e+01  -0.9 3.21e-02 1.63e-01f  1
 272r 2.3884733e+06 1.00e+04 2.52e+04  -5.4 8.32e+01  -1.3 9.74e-03 7.52e-07f  1
 273r 2.3885037e+06 1.00e+04 2.56e+04  -5.4 2.95e+01  -0.9 5.72e-05 2.05e-02f  1
 274r 2.3885475e+06 1.00e+04 2.57e+04  -5.4 8.61e+01  -1.4 2.49e-03 1.01e-02f  1
 275r 2.3886678e+06 1.00e+04 2.51e+04  -5.4 3.33e+01  -1.0 6.00e-02 1.03e-01f  1
 276r 2.3887257e+06 1.00e+04 2.49e+04  -5.4 9.65e+01  -1.4 1.33e-02 1.69e-02f  1
 277r 2.3887257e+06 1.00e+04 2.44e+04  -5.4 3.67e+01  -1.0 1.10e-02 1.14e-06f  1
 278r 2.3888035e+06 1.00e+04 2.48e+04  -5.4 1.08e+02  -1.5 9.30e-06 2.07e-02f  1
 279r 2.3889088e+06 1.00e+04 2.47e+04  -5.4 4.13e+01  -1.1 3.29e-02 6.93e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r 2.3889088e+06 1.00e+04 2.42e+04  -5.4 1.19e+02  -1.5 1.16e-02 5.68e-07f  1
 281r 2.3889741e+06 1.00e+04 2.49e+04  -5.4 4.61e+01  -1.1 2.16e-05 3.90e-02f  1
 282r 2.3890432e+06 1.00e+04 2.45e+04  -5.4 1.33e+02  -1.6 1.47e-02 1.45e-02f  1
 283r 2.3890963e+06 1.00e+04 2.37e+04  -5.4 5.14e+01  -1.2 2.97e-02 2.74e-02f  1
 284r 2.3890963e+06 1.00e+04 2.34e+04  -5.4 1.95e+01  -0.7 7.73e-03 1.73e-06f  1
 285r 2.3891578e+06 1.00e+04 2.36e+04  -5.4 5.32e+01  -1.2 3.57e-03 1.99e-02f  1
 286r 2.3891773e+06 1.00e+04 2.39e+04  -5.4 2.03e+01  -0.8 3.87e-04 1.71e-02f  1
 287r 2.3893718e+06 1.00e+04 2.41e+04  -5.4 6.00e+01  -1.3 2.54e-02 8.03e-02f  1
 288r 2.3893718e+06 1.00e+04 2.30e+04  -5.4 2.26e+01  -0.8 3.01e-02 1.37e-06f  1
 289r 2.3893739e+06 1.00e+04 2.30e+04  -5.4 6.66e+01  -1.3 1.29e-05 7.79e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290r 2.3895000e+06 1.00e+04 2.31e+04  -5.4 2.59e+01  -0.9 4.17e-02 1.19e-01f  1
 291r 2.3895804e+06 1.00e+04 2.27e+04  -5.4 7.54e+01  -1.4 2.19e-02 2.58e-02f  1
 292r 2.3895804e+06 1.00e+04 2.22e+04  -5.4 2.86e+01  -1.0 1.34e-02 1.14e-06f  1
 293r 2.3897892e+06 1.00e+04 2.30e+04  -5.4 8.42e+01  -1.4 4.38e-06 6.00e-02f  1
 294r 2.3897922e+06 1.00e+04 2.27e+04  -5.4 3.20e+01  -1.0 7.18e-03 2.10e-03f  1
 295r 2.3898550e+06 1.00e+04 2.25e+04  -5.4 9.13e+01  -1.5 1.00e-02 1.12e-02f  1
 296r 2.3898781e+06 1.00e+04 2.26e+04  -5.4 3.51e+01  -1.1 6.13e-04 1.09e-02f  1
 297r 2.3899085e+06 1.00e+04 2.23e+04  -5.4 1.03e+02  -1.5 1.27e-02 7.23e-03f  1
 298r 2.3900939e+06 1.00e+04 2.29e+04  -5.4 3.97e+01  -1.1 1.92e-02 1.08e-01f  1
 299r 2.3900939e+06 1.00e+04 2.25e+04  -5.4 1.13e+02  -1.6 1.24e-02 5.89e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300r 2.3901582e+06 1.00e+04 2.27e+04  -5.4 4.38e+01  -1.2 1.09e-03 2.37e-02f  1
 301r 2.3902735e+06 1.00e+04 2.41e+04  -5.4 1.65e+01  -0.7 3.87e-03 1.57e-01f  1
 302r 2.3903875e+06 1.00e+04 2.29e+04  -5.4 5.40e+01  -1.2 5.07e-02 4.99e-02f  1
 303r 2.3903875e+06 1.00e+04 2.23e+04  -5.4 2.01e+01  -0.8 1.80e-02 1.33e-06f  1
 304r 2.3906248e+06 1.00e+04 2.30e+04  -5.4 6.05e+01  -1.3 1.68e-05 9.29e-02f  1
 305r 2.3906248e+06 1.00e+04 2.18e+04  -5.4 2.25e+01  -0.8 4.17e-02 1.41e-06f  1
 306r 2.3908701e+06 1.00e+04 2.24e+04  -5.4 6.74e+01  -1.3 5.22e-06 8.50e-02f  1
 307r 2.3908701e+06 1.00e+04 2.12e+04  -5.4 2.50e+01  -0.9 4.00e-02 1.31e-06f  1
 308r 2.3909561e+06 1.00e+04 2.14e+04  -5.4 7.52e+01  -1.4 2.83e-06 2.67e-02f  1
 309r 2.3911258e+06 1.00e+04 2.04e+04  -5.4 2.81e+01  -0.9 6.63e-02 1.34e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310r 2.3911258e+06 1.00e+04 2.03e+04  -5.4 8.33e+01  -1.4 4.64e-03 6.57e-07f  1
 311r 2.3911599e+06 1.00e+04 2.02e+04  -5.4 3.12e+01  -1.0 6.99e-03 1.74e-02f  1
 312r 2.3913509e+06 1.00e+04 2.05e+04  -5.4 9.41e+01  -1.5 9.11e-06 4.68e-02f  1
 313r 2.3913832e+06 1.00e+04 1.91e+04  -5.4 3.51e+01  -1.0 5.80e-02 2.00e-02f  1
 314r 2.3914156e+06 1.00e+04 1.79e+04  -5.4 1.06e+02  -1.5 4.85e-02 6.90e-03f  1
 315r 2.3914157e+06 1.00e+04 1.77e+04  -5.4 3.94e+01  -1.1 1.06e-02 1.26e-05f  1
 316r 2.3914615e+06 1.00e+04 1.75e+04  -5.4 1.49e+01  -0.7 2.42e-02 6.69e-02f  1
 317r 2.3916910e+06 1.00e+04 1.76e+04  -5.4 4.43e+01  -1.1 1.89e-02 1.13e-01f  1
 318r 2.3916910e+06 1.00e+04 1.67e+04  -5.4 1.64e+01  -0.7 4.00e-02 1.74e-06f  1
 319r 2.3919735e+06 1.00e+04 1.72e+04  -5.4 4.94e+01  -1.2 7.01e-06 1.23e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320r 2.3919735e+06 1.00e+04 1.62e+04  -5.4 1.83e+01  -0.8 5.12e-02 1.76e-06f  1
 321r 2.3920633e+06 1.00e+04 1.63e+04  -5.4 5.46e+01  -1.2 2.50e-04 2.52e-02f  1
 322r 2.3923505e+06 1.00e+04 1.59e+04  -5.4 2.06e+01  -0.8 7.15e-02 2.88e-01f  1
 323r 2.3923569e+06 1.00e+04 1.48e+04  -5.4 6.12e+01  -1.3 5.96e-02 2.16e-03f  1
 324r 2.3923802e+06 1.00e+04 1.46e+04  -5.4 2.28e+01  -0.9 1.05e-02 1.52e-02f  1
 325r 2.3925732e+06 1.00e+04 1.48e+04  -5.4 6.87e+01  -1.3 1.74e-05 5.90e-02f  1
 326r 2.3926715e+06 1.00e+04 1.42e+04  -5.4 2.56e+01  -0.9 4.57e-02 7.68e-02f  1
 327r 2.3926776e+06 1.00e+04 1.36e+04  -5.4 7.65e+01  -1.4 3.59e-02 1.63e-03f  1
 328r 2.3927017e+06 1.00e+04 1.34e+04  -5.4 2.85e+01  -1.0 1.16e-02 1.23e-02f  1
 329r 2.3928853e+06 1.00e+04 1.35e+04  -5.4 8.59e+01  -1.4 7.07e-06 4.41e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330r 2.3930090e+06 1.00e+04 1.23e+04  -5.4 3.21e+01  -1.0 8.91e-02 7.61e-02f  1
 331r 2.3930090e+06 1.00e+04 1.20e+04  -5.4 1.19e+01  -0.6 2.22e-02 1.80e-06f  1
 332r 2.3931540e+06 1.00e+04 1.21e+04  -5.4 3.60e+01  -1.1 1.77e-04 8.01e-02f  1
 333r 2.3932296e+06 1.00e+04 1.14e+04  -5.4 1.34e+01  -0.6 6.65e-02 1.09e-01f  1
 334r 2.3932300e+06 1.00e+04 1.12e+04  -5.4 4.04e+01  -1.1 1.62e-02 1.90e-04f  1
 335r 2.3932531e+06 1.00e+04 1.12e+04  -5.4 1.51e+01  -0.7 6.24e-03 2.92e-02f  1
 336r 2.3932531e+06 1.00e+04 1.05e+04  -5.4 4.14e+01  -1.2 5.37e-02 1.47e-06f  1
 337r 2.3933314e+06 1.00e+04 1.05e+04  -5.4 1.58e+01  -0.7 1.08e-02 9.18e-02f  1
 338r 2.3933314e+06 1.00e+04 1.04e+04  -5.4 4.63e+01  -1.2 9.81e-03 2.25e-06f  1
 339r 2.3933650e+06 1.00e+04 1.04e+04  -5.4 1.74e+01  -0.8 1.81e-03 2.62e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340r 2.3936187e+06 1.00e+04 1.04e+04  -5.4 5.16e+01  -1.3 7.93e-03 9.21e-02f  1
 341r 2.3936817e+06 1.00e+04 9.44e+03  -5.4 1.95e+01  -0.9 9.06e-02 5.86e-02f  1
 342r 2.3936817e+06 1.00e+04 9.31e+03  -5.4 5.71e+01  -1.3 1.24e-02 1.37e-06f  1
 343r 2.3938819e+06 1.00e+04 8.33e+03  -5.4 2.19e+01  -0.9 1.12e-01 1.67e-01f  1
 344r 2.3939933e+06 1.00e+04 7.86e+03  -5.4 6.48e+01  -1.4 5.32e-02 3.15e-02f  1
 345r 2.3940122e+06 1.00e+04 7.33e+03  -5.4 2.43e+01  -1.0 6.21e-02 1.38e-02f  1
 346r 2.3941081e+06 1.00e+04 7.26e+03  -5.4 7.28e+01  -1.4 1.05e-02 1.72e-02f  1
 347r 2.3941986e+06 1.00e+04 6.30e+03  -5.4 2.72e+01  -1.0 1.25e-01 5.98e-02f  1
 348r 2.3942543e+06 1.00e+04 5.39e+03  -5.4 1.02e+01  -0.6 1.38e-01 9.61e-02f  1
 349r 2.3943219e+06 1.00e+04 5.24e+03  -5.4 3.03e+01  -1.1 2.91e-02 3.94e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350r 2.3944526e+06 1.00e+04 5.26e+03  -5.4 1.15e+01  -0.6 2.17e-02 1.99e-01f  1
 351r 2.3944526e+06 1.00e+04 5.19e+03  -5.4 3.37e+01  -1.1 1.26e-02 1.27e-06f  1
 352r 2.3945191e+06 1.00e+04 4.39e+03  -5.4 1.28e+01  -0.7 1.47e-01 9.10e-02f  1
 353r 2.3945619e+06 1.00e+04 4.28e+03  -5.4 3.80e+01  -1.2 2.49e-02 1.96e-02f  1
 354r 2.3947751e+06 1.00e+04 4.25e+03  -5.4 1.44e+01  -0.7 3.45e-02 2.56e-01f  1
 355r 2.3948100e+06 1.00e+04 4.07e+03  -5.4 4.28e+01  -1.2 4.09e-02 1.42e-02f  1
 356r 2.3948100e+06 1.00e+04 4.02e+03  -5.4 1.59e+01  -0.8 1.15e-02 6.37e-06f  1
 357r 2.3949968e+06 1.00e+04 4.04e+03  -5.4 4.83e+01  -1.3 1.21e-05 6.84e-02f  1
 358r 2.3951741e+06 1.00e+04 3.08e+03  -5.4 1.79e+01  -0.8 2.33e-01 1.67e-01f  1
 359r 2.3951741e+06 1.00e+04 3.03e+03  -5.4 5.42e+01  -1.3 1.40e-02 1.09e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360r 2.3952252e+06 1.00e+04 3.03e+03  -5.4 2.00e+01  -0.9 4.74e-03 4.36e-02f  1
 361r 2.3953166e+06 1.00e+04 2.98e+03  -5.4 6.15e+01  -1.4 1.45e-02 2.64e-02f  1
 362r 2.3955298e+06 1.00e+04 2.38e+03  -5.4 2.24e+01  -0.9 1.98e-01 1.59e-01f  1
 363r 2.3955492e+06 1.00e+04 2.14e+03  -5.4 7.13e+01  -1.4 9.83e-02 4.89e-03f  1
 364r 2.3955889e+06 1.00e+04 2.11e+03  -5.4 2.65e+01  -1.0 1.20e-02 1.95e-02f  1
 365r 2.3956152e+06 1.00e+04 1.95e+03  -5.4 9.99e+00  -0.6 7.36e-02 4.64e-02f  1
 366r 2.3958161e+06 1.00e+04 1.97e+03  -5.4 2.86e+01  -1.0 3.29e-03 1.18e-01f  1
 367r 2.3958161e+06 1.00e+04 1.70e+03  -5.4 1.06e+01  -0.6 1.22e-01 4.13e-05f  1
 368r 2.3959860e+06 1.00e+04 1.72e+03  -5.4 3.22e+01  -1.1 2.47e-05 8.87e-02f  1
 369r 2.3959860e+06 1.00e+04 1.66e+03  -5.4 1.18e+01  -0.7 3.04e-02 1.77e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370r 2.3963876e+06 1.00e+04 1.68e+03  -5.4 3.62e+01  -1.1 4.09e-05 1.87e-01f  1
 371r 2.3963876e+06 1.00e+04 1.53e+03  -5.4 1.33e+01  -0.7 8.41e-02 2.54e-06f  1
 372r 2.3964698e+06 1.00e+04 1.53e+03  -5.4 4.07e+01  -1.2 7.06e-06 3.40e-02f  1
 373r 2.3968064e+06 1.00e+04 1.27e+03  -5.4 1.49e+01  -0.8 1.85e-01 3.62e-01f  1
 374r 2.3968064e+06 1.00e+04 1.24e+03  -5.4 4.56e+01  -1.2 2.61e-02 1.01e-06f  1
 375r 2.3971711e+06 1.00e+04 1.25e+03  -5.4 1.68e+01  -0.8 1.15e-02 3.49e-01f  1
 376r 2.3971985e+06 1.00e+04 1.12e+03  -5.4 5.15e+01  -1.3 1.05e-01 8.85e-03f  1
 377r 2.3972336e+06 1.00e+04 1.09e+03  -5.4 1.88e+01  -0.9 3.08e-02 2.96e-02f  1
 378r 2.3972337e+06 1.00e+04 1.07e+03  -5.4 5.78e+01  -1.3 1.44e-02 1.77e-05f  1
 379r 2.3973116e+06 1.00e+04 1.06e+03  -5.4 2.12e+01  -0.9 1.15e-02 5.93e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380r 2.3975694e+06 1.00e+04 9.71e+02  -5.4 7.84e+00  -0.5 1.09e-01 5.11e-01f  1
 381r 2.3976800e+06 1.00e+04 8.29e+02  -5.4 2.39e+01  -1.0 1.46e-01 7.36e-02f  1
 382r 2.3976800e+06 1.00e+04 8.11e+02  -5.4 8.79e+00  -0.5 2.04e-02 2.69e-06f  1
 383r 2.3978678e+06 1.00e+04 8.08e+02  -5.4 2.69e+01  -1.0 3.61e-03 1.12e-01f  1
 384r 2.3980334e+06 1.00e+04 6.20e+02  -5.4 9.92e+00  -0.6 2.33e-01 2.58e-01f  1
 385r 2.3980618e+06 1.00e+04 5.90e+02  -5.4 3.02e+01  -1.1 5.06e-02 1.50e-02f  1
 386r 2.3981402e+06 1.00e+04 3.34e+02  -5.4 1.12e+01  -0.6 4.28e-01 1.08e-01f  1
 387r 2.3981402e+06 1.00e+04 3.30e+02  -5.4 3.39e+01  -1.1 1.06e-02 8.34e-06f  1
 388r 2.3984366e+06 1.00e+04 3.29e+02  -5.4 1.26e+01  -0.7 9.54e-03 3.66e-01f  1
 389r 2.3985360e+06 1.00e+04 2.96e+02  -5.4 3.83e+01  -1.2 1.10e-01 4.12e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390r 2.3985550e+06 1.00e+04 1.96e+02  -5.4 1.41e+01  -0.7 3.40e-01 2.07e-02f  1
 391r 2.3986114e+06 1.00e+04 1.94e+02  -5.4 4.31e+01  -1.2 1.31e-03 2.08e-02f  1
 392r 2.3986114e+06 1.00e+04 1.91e+02  -5.4 1.58e+01  -0.8 1.40e-02 1.06e-05f  1
 393r 2.3986901e+06 1.00e+04 1.90e+02  -5.4 4.87e+01  -1.3 7.75e-06 2.60e-02f  1
 394r 2.3988509e+06 1.00e+04 1.02e+02  -5.4 1.78e+01  -0.9 4.74e-01 1.39e-01f  1
 395r 2.3989457e+06 1.00e+04 9.89e+01  -5.4 5.34e+01  -1.3 2.74e-02 2.75e-02f  1
 396r 2.3989858e+06 1.00e+04 9.49e+01  -5.4 1.96e+01  -0.9 4.14e-02 3.05e-02f  1
 397r 2.3990448e+06 1.00e+04 8.99e+01  -5.4 7.26e+00  -0.5 6.08e-02 1.18e-01f  1
 398r 2.3991052e+06 1.00e+04 8.74e+01  -5.4 2.25e+01  -1.0 2.42e-02 4.10e-02f  1
 399r 2.3991052e+06 1.00e+04 8.55e+01  -5.4 8.30e+00  -0.5 1.41e-02 6.59e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400r 2.3991781e+06 1.00e+04 8.22e+01  -5.4 2.53e+01  -1.0 3.61e-02 4.46e-02f  1
 401r 2.3995643e+06 1.00e+04 7.69e+01  -5.4 9.38e+00  -0.6 1.07e-01 6.15e-01f  1
 402r 2.3996179e+06 1.00e+04 7.07e+01  -5.4 2.84e+01  -1.1 1.20e-01 2.87e-02f  1
 403r 2.3996179e+06 1.00e+04 6.87e+01  -5.4 1.05e+01  -0.6 1.79e-02 6.81e-06f  1
 404r 2.4001407e+06 1.00e+04 5.92e+01  -5.4 3.20e+01  -1.1 1.68e-04 2.50e-01f  1
 405r 2.4001407e+06 1.00e+04 5.12e+01  -5.4 1.17e+01  -0.7 1.21e-01 3.30e-06f  1
 406r 2.4002216e+06 1.00e+04 4.98e+01  -5.4 3.59e+01  -1.2 1.04e-05 3.45e-02f  1
 407r 2.4002216e+06 1.00e+04 4.76e+01  -5.4 1.25e+01  -0.7 1.07e-01 6.45e-07f  1
 408r 2.4004031e+06 1.00e+04 4.20e+01  -5.4 3.85e+01  -1.2 4.16e-02 7.16e-02f  1
